Company,Year,Value
Xerox Holdings Corporation (NasdaqGS:XRX),2025,9398.192857142305
Xerox Holdings Corporation (NasdaqGS:XRX),2026,9951.35785714211
Xerox Holdings Corporation (NasdaqGS:XRX),2027,10504.522857142147
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2016,793.51
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2017,830.96
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2018,903.98
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2019,777.92
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2020,718.27
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2021,903.89
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2022,868.47
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2023,67.30428571428655
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2024,67.05464285714407
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2025,66.8050000000016
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2026,66.55535714285912
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2027,66.3057142857167
International Business Machines Corporation (NYSE:IBM),2016,40358.0
International Business Machines Corporation (NYSE:IBM),2017,40986.0
International Business Machines Corporation (NYSE:IBM),2018,41522.0
International Business Machines Corporation (NYSE:IBM),2019,25476.0
International Business Machines Corporation (NYSE:IBM),2020,23737.0
International Business Machines Corporation (NYSE:IBM),2021,25331.0
International Business Machines Corporation (NYSE:IBM),2022,27436.0
International Business Machines Corporation (NYSE:IBM),2023,5359.47285714274
International Business Machines Corporation (NYSE:IBM),2024,5572.175357142754
International Business Machines Corporation (NYSE:IBM),2025,5784.87785714271
International Business Machines Corporation (NYSE:IBM),2026,5997.580357142724
International Business Machines Corporation (NYSE:IBM),2027,6210.28285714268
Spectris plc (LSE:SXS),2016,699.87
Spectris plc (LSE:SXS),2017,799.21
Spectris plc (LSE:SXS),2018,846.21
Spectris plc (LSE:SXS),2019,871.71
Spectris plc (LSE:SXS),2020,728.41
Spectris plc (LSE:SXS),2021,592.03
Spectris plc (LSE:SXS),2022,700.23
Spectris plc (LSE:SXS),2023,13421.857142857072
Spectris plc (LSE:SXS),2024,13364.357142857087
Spectris plc (LSE:SXS),2025,13306.857142857087
Spectris plc (LSE:SXS),2026,13249.357142857101
Spectris plc (LSE:SXS),2027,13191.857142857116
Atos SE (ENXTPA:ATO),2016,11118.24
Atos SE (ENXTPA:ATO),2017,10716.02
Atos SE (ENXTPA:ATO),2018,9906.93
Atos SE (ENXTPA:ATO),2019,10986.78
Atos SE (ENXTPA:ATO),2020,10755.16
Atos SE (ENXTPA:ATO),2021,11057.64
Atos SE (ENXTPA:ATO),2022,11623.48
Atos SE (ENXTPA:ATO),2023,4506.127142857062
Atos SE (ENXTPA:ATO),2024,4842.505714285653
Atos SE (ENXTPA:ATO),2025,5178.8842857142445
Atos SE (ENXTPA:ATO),2026,5515.262857142719
Atos SE (ENXTPA:ATO),2027,5851.641428571311
Johnson & Johnson (NYSE:JNJ),2016,21789.0
Johnson & Johnson (NYSE:JNJ),2017,25439.0
Johnson & Johnson (NYSE:JNJ),2018,27091.0
Johnson & Johnson (NYSE:JNJ),2019,27556.0
Johnson & Johnson (NYSE:JNJ),2020,28427.0
Johnson & Johnson (NYSE:JNJ),2021,29855.0
Johnson & Johnson (NYSE:JNJ),2022,30989.0
Johnson & Johnson (NYSE:JNJ),2023,854.575714285711
Johnson & Johnson (NYSE:JNJ),2024,861.183928571425
Johnson & Johnson (NYSE:JNJ),2025,867.792142857139
Johnson & Johnson (NYSE:JNJ),2026,874.400357142853
Johnson & Johnson (NYSE:JNJ),2027,881.0085714285669
"Hitachi, Ltd. (TSE:6501)",2016,46136.91
"Hitachi, Ltd. (TSE:6501)",2017,45780.3
"Hitachi, Ltd. (TSE:6501)",2018,46147.95
"Hitachi, Ltd. (TSE:6501)",2019,44348.16
"Hitachi, Ltd. (TSE:6501)",2020,41479.74
"Hitachi, Ltd. (TSE:6501)",2021,50793.89
"Hitachi, Ltd. (TSE:6501)",2022,55354.81
"Hitachi, Ltd. (TSE:6501)",2023,3846.6685714283376
"Hitachi, Ltd. (TSE:6501)",2024,4006.0260714283213
"Hitachi, Ltd. (TSE:6501)",2025,4165.383571428305
"Hitachi, Ltd. (TSE:6501)",2026,4324.741071428289
"Hitachi, Ltd. (TSE:6501)",2027,4484.098571428272
"Agilent Technologies, Inc. (NYSE:A)",2016,2007.0
"Agilent Technologies, Inc. (NYSE:A)",2017,2111.0
"Agilent Technologies, Inc. (NYSE:A)",2018,2270.0
"Agilent Technologies, Inc. (NYSE:A)",2019,2415.0
"Agilent Technologies, Inc. (NYSE:A)",2020,2578.0
"Agilent Technologies, Inc. (NYSE:A)",2021,2966.0
"Agilent Technologies, Inc. (NYSE:A)",2022,3150.0
"Agilent Technologies, Inc. (NYSE:A)",2023,11491.999999999884
"Agilent Technologies, Inc. (NYSE:A)",2024,11890.035714285565
"Agilent Technologies, Inc. (NYSE:A)",2025,12288.071428571246
"Agilent Technologies, Inc. (NYSE:A)",2026,12686.107142856927
"Agilent Technologies, Inc. (NYSE:A)",2027,13084.142857142608
RTX Corporation (NYSE:RTX),2016,41471.0
RTX Corporation (NYSE:RTX),2017,44201.0
RTX Corporation (NYSE:RTX),2018,27465.0
RTX Corporation (NYSE:RTX),2019,34417.0
RTX Corporation (NYSE:RTX),2020,48056.0
RTX Corporation (NYSE:RTX),2021,51897.0
RTX Corporation (NYSE:RTX),2022,53406.0
RTX Corporation (NYSE:RTX),2023,974.6714285714115
RTX Corporation (NYSE:RTX),2024,1028.28785714283
RTX Corporation (NYSE:RTX),2025,1081.904285714263
RTX Corporation (NYSE:RTX),2026,1135.5207142856816
RTX Corporation (NYSE:RTX),2027,1189.1371428571147
NCR Voyix Corporation (NYSE:VYX),2016,4721.0
NCR Voyix Corporation (NYSE:VYX),2017,4650.0
NCR Voyix Corporation (NYSE:VYX),2018,4628.0
NCR Voyix Corporation (NYSE:VYX),2019,4994.0
NCR Voyix Corporation (NYSE:VYX),2020,4683.0
NCR Voyix Corporation (NYSE:VYX),2021,5224.0
NCR Voyix Corporation (NYSE:VYX),2022,5949.0
NCR Voyix Corporation (NYSE:VYX),2023,10282.492857142934
NCR Voyix Corporation (NYSE:VYX),2024,10444.447857142892
NCR Voyix Corporation (NYSE:VYX),2025,10606.402857142908
NCR Voyix Corporation (NYSE:VYX),2026,10768.357857142866
NCR Voyix Corporation (NYSE:VYX),2027,10930.312857142882
Dover Corporation (NYSE:DOV),2016,3810.34
Dover Corporation (NYSE:DOV),2017,4275.18
Dover Corporation (NYSE:DOV),2018,4415.64
Dover Corporation (NYSE:DOV),2019,4506.55
Dover Corporation (NYSE:DOV),2020,4190.85
Dover Corporation (NYSE:DOV),2021,4924.4
Dover Corporation (NYSE:DOV),2022,5437.68
Dover Corporation (NYSE:DOV),2023,3151.192857142887
Dover Corporation (NYSE:DOV),2024,3308.719642857148
Dover Corporation (NYSE:DOV),2025,3466.2464285714086
Dover Corporation (NYSE:DOV),2026,3623.7732142857276
Dover Corporation (NYSE:DOV),2027,3781.2999999999884
Eaton Corporation plc (NYSE:ETN),2016,13392.0
Eaton Corporation plc (NYSE:ETN),2017,13756.0
Eaton Corporation plc (NYSE:ETN),2018,14511.0
Eaton Corporation plc (NYSE:ETN),2019,14338.0
Eaton Corporation plc (NYSE:ETN),2020,12408.0
Eaton Corporation plc (NYSE:ETN),2021,13293.0
Eaton Corporation plc (NYSE:ETN),2022,13865.0
Eaton Corporation plc (NYSE:ETN),2023,2523.3914285713763
Eaton Corporation plc (NYSE:ETN),2024,2500.01714285709
Eaton Corporation plc (NYSE:ETN),2025,2476.642857142804
Eaton Corporation plc (NYSE:ETN),2026,2453.268571428518
Eaton Corporation plc (NYSE:ETN),2027,2429.894285714232
General Electric Company (NYSE:GE),2016,83021.0
General Electric Company (NYSE:GE),2017,71495.0
General Electric Company (NYSE:GE),2018,66127.0
General Electric Company (NYSE:GE),2019,64466.0
General Electric Company (NYSE:GE),2020,57301.0
General Electric Company (NYSE:GE),2021,53502.0
General Electric Company (NYSE:GE),2022,55285.0
General Electric Company (NYSE:GE),2023,2068.771428571519
General Electric Company (NYSE:GE),2024,2017.2892857143743
General Electric Company (NYSE:GE),2025,1965.8071428572293
General Electric Company (NYSE:GE),2026,1914.3250000000844
General Electric Company (NYSE:GE),2027,1862.8428571429395
"L3Harris Technologies, Inc. (NYSE:LHX)",2016,3831.0
"L3Harris Technologies, Inc. (NYSE:LHX)",2017,3858.0
"L3Harris Technologies, Inc. (NYSE:LHX)",2018,4095.0
"L3Harris Technologies, Inc. (NYSE:LHX)",2019,13168.0
"L3Harris Technologies, Inc. (NYSE:LHX)",2020,12886.0
"L3Harris Technologies, Inc. (NYSE:LHX)",2021,12438.0
"L3Harris Technologies, Inc. (NYSE:LHX)",2022,12135.0
"L3Harris Technologies, Inc. (NYSE:LHX)",2023,18577.881428570603
"L3Harris Technologies, Inc. (NYSE:LHX)",2024,19025.690714284894
"L3Harris Technologies, Inc. (NYSE:LHX)",2025,19473.49999999907
"L3Harris Technologies, Inc. (NYSE:LHX)",2026,19921.309285713243
"L3Harris Technologies, Inc. (NYSE:LHX)",2027,20369.118571427534
Koninklijke Philips N.V. (ENXTAM:PHIA),2016,10003.17
Koninklijke Philips N.V. (ENXTAM:PHIA),2017,10068.75
Koninklijke Philips N.V. (ENXTAM:PHIA),2018,10006.35
Koninklijke Philips N.V. (ENXTAM:PHIA),2019,9729.24
Koninklijke Philips N.V. (ENXTAM:PHIA),2020,9942.89
Koninklijke Philips N.V. (ENXTAM:PHIA),2021,10505.55
Koninklijke Philips N.V. (ENXTAM:PHIA),2022,11245.9
Koninklijke Philips N.V. (ENXTAM:PHIA),2023,14659.185714285355
Koninklijke Philips N.V. (ENXTAM:PHIA),2024,15107.951428571017
Koninklijke Philips N.V. (ENXTAM:PHIA),2025,15556.71714285668
Koninklijke Philips N.V. (ENXTAM:PHIA),2026,16005.482857142459
Koninklijke Philips N.V. (ENXTAM:PHIA),2027,16454.24857142812
Canon Inc. (TSE:7751),2016,11537.62
Canon Inc. (TSE:7751),2017,13939.03
Canon Inc. (TSE:7751),2018,14118.63
Canon Inc. (TSE:7751),2019,13230.59
Canon Inc. (TSE:7751),2020,11903.77
Canon Inc. (TSE:7751),2021,12578.82
Canon Inc. (TSE:7751),2022,14700.55
Canon Inc. (TSE:7751),2023,4735.19571428551
Canon Inc. (TSE:7751),2024,4806.139642856928
Canon Inc. (TSE:7751),2025,4877.083571428375
Canon Inc. (TSE:7751),2026,4948.027499999793
Canon Inc. (TSE:7751),2027,5018.971428571211
Belden Inc. (NYSE:BDC),2016,1361.15
Belden Inc. (NYSE:BDC),2017,1245.45
Belden Inc. (NYSE:BDC),2018,1317.83
Belden Inc. (NYSE:BDC),2019,1333.76
Belden Inc. (NYSE:BDC),2020,1175.86
Belden Inc. (NYSE:BDC),2021,1518.62
Belden Inc. (NYSE:BDC),2022,1680.14
Belden Inc. (NYSE:BDC),2023,15198.397142857313
Belden Inc. (NYSE:BDC),2024,14316.05392857152
Belden Inc. (NYSE:BDC),2025,13433.71071428596
Belden Inc. (NYSE:BDC),2026,12551.367500000168
Belden Inc. (NYSE:BDC),2027,11669.024285714608
Visteon Corporation (NasdaqGS:VC),2016,2705.0
Visteon Corporation (NasdaqGS:VC),2017,2655.0
Visteon Corporation (NasdaqGS:VC),2018,2573.0
Visteon Corporation (NasdaqGS:VC),2019,2621.0
Visteon Corporation (NasdaqGS:VC),2020,2303.0
Visteon Corporation (NasdaqGS:VC),2021,2519.0
Visteon Corporation (NasdaqGS:VC),2022,3388.0
Visteon Corporation (NasdaqGS:VC),2023,3560.8671428570888
Visteon Corporation (NasdaqGS:VC),2024,3584.994642857091
Visteon Corporation (NasdaqGS:VC),2025,3609.1221428570934
Visteon Corporation (NasdaqGS:VC),2026,3633.2496428570885
Visteon Corporation (NasdaqGS:VC),2027,3657.377142857091
Abbott Laboratories (NYSE:ABT),2016,9085.0
Abbott Laboratories (NYSE:ABT),2017,11490.0
Abbott Laboratories (NYSE:ABT),2018,12696.0
Abbott Laboratories (NYSE:ABT),2019,13231.0
Abbott Laboratories (NYSE:ABT),2020,14855.0
Abbott Laboratories (NYSE:ABT),2021,18066.0
Abbott Laboratories (NYSE:ABT),2022,19074.0
Abbott Laboratories (NYSE:ABT),2023,1330.0242857142002
Abbott Laboratories (NYSE:ABT),2024,1468.2264285713318
Abbott Laboratories (NYSE:ABT),2025,1606.4285714284633
Abbott Laboratories (NYSE:ABT),2026,1744.6307142855949
Abbott Laboratories (NYSE:ABT),2027,1882.8328571427264
"Applied Materials, Inc. (NasdaqGS:AMAT)",2016,6807.0
"Applied Materials, Inc. (NasdaqGS:AMAT)",2017,8437.0
"Applied Materials, Inc. (NasdaqGS:AMAT)",2018,9011.0
"Applied Materials, Inc. (NasdaqGS:AMAT)",2019,8438.0
"Applied Materials, Inc. (NasdaqGS:AMAT)",2020,9984.0
"Applied Materials, Inc. (NasdaqGS:AMAT)",2021,12648.0
"Applied Materials, Inc. (NasdaqGS:AMAT)",2022,14074.0
"Applied Materials, Inc. (NasdaqGS:AMAT)",2023,2198.1299999999464
"Applied Materials, Inc. (NasdaqGS:AMAT)",2024,2339.68964285712
"Applied Materials, Inc. (NasdaqGS:AMAT)",2025,2481.249285714235
"Applied Materials, Inc. (NasdaqGS:AMAT)",2026,2622.8089285713504
"Applied Materials, Inc. (NasdaqGS:AMAT)",2027,2764.3685714284657
VOXX International Corporation (NasdaqGS:VOXX),2016,404.43
VOXX International Corporation (NasdaqGS:VOXX),2017,373.7
VOXX International Corporation (NasdaqGS:VOXX),2018,331.72
VOXX International Corporation (NasdaqGS:VOXX),2019,296.27
VOXX International Corporation (NasdaqGS:VOXX),2020,357.45
VOXX International Corporation (NasdaqGS:VOXX),2021,466.61
VOXX International Corporation (NasdaqGS:VOXX),2022,417.85
VOXX International Corporation (NasdaqGS:VOXX),2023,35480.42857142724
VOXX International Corporation (NasdaqGS:VOXX),2024,36922.96428571269
VOXX International Corporation (NasdaqGS:VOXX),2025,38365.4999999986
VOXX International Corporation (NasdaqGS:VOXX),2026,39808.03571428405
VOXX International Corporation (NasdaqGS:VOXX),2027,41250.571428569965
Danaher Corporation (NYSE:DHR),2016,7522.4
Danaher Corporation (NYSE:DHR),2017,6947.5
Danaher Corporation (NYSE:DHR),2018,7544.0
Danaher Corporation (NYSE:DHR),2019,7927.0
Danaher Corporation (NYSE:DHR),2020,9241.0
Danaher Corporation (NYSE:DHR),2021,11397.0
Danaher Corporation (NYSE:DHR),2022,12522.0
Danaher Corporation (NYSE:DHR),2023,46168.14285714179
Danaher Corporation (NYSE:DHR),2024,41595.99999999814
Danaher Corporation (NYSE:DHR),2025,37023.857142856345
Danaher Corporation (NYSE:DHR),2026,32451.71428571269
Danaher Corporation (NYSE:DHR),2027,27879.571428570896
Dell Technologies Inc. (NYSE:DELL),2016,48472.0
Dell Technologies Inc. (NYSE:DELL),2017,58479.0
Dell Technologies Inc. (NYSE:DELL),2018,65355.0
Dell Technologies Inc. (NYSE:DELL),2019,64176.0
Dell Technologies Inc. (NYSE:DELL),2020,66530.0
Dell Technologies Inc. (NYSE:DELL),2021,79306.0
Dell Technologies Inc. (NYSE:DELL),2022,79615.0
Dell Technologies Inc. (NYSE:DELL),2023,22194.909999999683
Dell Technologies Inc. (NYSE:DELL),2024,23534.523214285262
Dell Technologies Inc. (NYSE:DELL),2025,24874.13642857084
Dell Technologies Inc. (NYSE:DELL),2026,26213.749642856885
Dell Technologies Inc. (NYSE:DELL),2027,27553.362857142463
Deere & Company (NYSE:DE),2016,18177.3
Deere & Company (NYSE:DE),2017,20758.6
Deere & Company (NYSE:DE),2018,26298.5
Deere & Company (NYSE:DE),2019,26393.0
Deere & Company (NYSE:DE),2020,24177.0
Deere & Company (NYSE:DE),2021,30064.0
Deere & Company (NYSE:DE),2022,36396.0
Deere & Company (NYSE:DE),2023,6033.062857142533
Deere & Company (NYSE:DE),2024,6201.971785713977
Deere & Company (NYSE:DE),2025,6370.880714285362
Deere & Company (NYSE:DE),2026,6539.789642856806
Deere & Company (NYSE:DE),2027,6708.698571428191
Flowserve Corporation (NYSE:FLS),2016,2753.69
Flowserve Corporation (NYSE:FLS),2017,2571.88
Flowserve Corporation (NYSE:FLS),2018,2644.83
Flowserve Corporation (NYSE:FLS),2019,2650.35
Flowserve Corporation (NYSE:FLS),2020,2611.37
Flowserve Corporation (NYSE:FLS),2021,2474.49
Flowserve Corporation (NYSE:FLS),2022,2611.61
Flowserve Corporation (NYSE:FLS),2023,4391.08571428564
Flowserve Corporation (NYSE:FLS),2024,4520.612857142754
Flowserve Corporation (NYSE:FLS),2025,4650.139999999898
Flowserve Corporation (NYSE:FLS),2026,4779.667142857041
Flowserve Corporation (NYSE:FLS),2027,4909.194285714184
"Revvity, Inc. (NYSE:RVTY)",2016,1100.76
"Revvity, Inc. (NYSE:RVTY)",2017,1183.23
"Revvity, Inc. (NYSE:RVTY)",2018,1437.06
"Revvity, Inc. (NYSE:RVTY)",2019,1466.03
"Revvity, Inc. (NYSE:RVTY)",2020,923.28
"Revvity, Inc. (NYSE:RVTY)",2021,1358.62
"Revvity, Inc. (NYSE:RVTY)",2022,1271.1
"Revvity, Inc. (NYSE:RVTY)",2023,984.6971428571123
"Revvity, Inc. (NYSE:RVTY)",2024,1025.6307142856822
"Revvity, Inc. (NYSE:RVTY)",2025,1066.564285714252
"Revvity, Inc. (NYSE:RVTY)",2026,1107.4978571428219
"Revvity, Inc. (NYSE:RVTY)",2027,1148.4314285713917
Emerson Electric Co. (NYSE:EMR),2016,8188.0
Emerson Electric Co. (NYSE:EMR),2017,9127.0
Emerson Electric Co. (NYSE:EMR),2018,10170.0
Emerson Electric Co. (NYSE:EMR),2019,10563.0
Emerson Electric Co. (NYSE:EMR),2020,9822.0
Emerson Electric Co. (NYSE:EMR),2021,9976.0
Emerson Electric Co. (NYSE:EMR),2022,11453.0
Emerson Electric Co. (NYSE:EMR),2023,-706.5771428570151
Emerson Electric Co. (NYSE:EMR),2024,-1072.059999999823
Emerson Electric Co. (NYSE:EMR),2025,-1437.5428571427474
Emerson Electric Co. (NYSE:EMR),2026,-1803.0257142855553
Emerson Electric Co. (NYSE:EMR),2027,-2168.508571428363
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2016,13820.21
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2017,13876.92
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2018,12462.96
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2019,12951.18
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2020,12576.1
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2021,11969.91
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2022,14409.99
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2023,510.5828571428465
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2024,517.3657142857028
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2025,524.1485714285573
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2026,530.9314285714136
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2027,537.714285714268
General Dynamics Corporation (NYSE:GD),2016,24896.0
General Dynamics Corporation (NYSE:GD),2017,24731.0
General Dynamics Corporation (NYSE:GD),2018,29536.0
General Dynamics Corporation (NYSE:GD),2019,32363.0
General Dynamics Corporation (NYSE:GD),2020,31600.0
General Dynamics Corporation (NYSE:GD),2021,32061.0
General Dynamics Corporation (NYSE:GD),2022,32785.0
General Dynamics Corporation (NYSE:GD),2023,39483.598571426235
General Dynamics Corporation (NYSE:GD),2024,40660.081785711925
General Dynamics Corporation (NYSE:GD),2025,41836.564999997616
General Dynamics Corporation (NYSE:GD),2026,43013.048214283306
General Dynamics Corporation (NYSE:GD),2027,44189.531428569
"SPX Technologies, Inc. (NYSE:SPXC)",2016,1096.5
"SPX Technologies, Inc. (NYSE:SPXC)",2017,1095.6
"SPX Technologies, Inc. (NYSE:SPXC)",2018,1102.6
"SPX Technologies, Inc. (NYSE:SPXC)",2019,721.6
"SPX Technologies, Inc. (NYSE:SPXC)",2020,732.6
"SPX Technologies, Inc. (NYSE:SPXC)",2021,787.7
"SPX Technologies, Inc. (NYSE:SPXC)",2022,937.0
"SPX Technologies, Inc. (NYSE:SPXC)",2023,18123.142857143073
"SPX Technologies, Inc. (NYSE:SPXC)",2024,17807.285714285914
"SPX Technologies, Inc. (NYSE:SPXC)",2025,17491.428571428754
"SPX Technologies, Inc. (NYSE:SPXC)",2026,17175.57142857171
"SPX Technologies, Inc. (NYSE:SPXC)",2027,16859.71428571455
ITT Inc. (NYSE:ITT),2016,1644.5
ITT Inc. (NYSE:ITT),2017,1765.4
ITT Inc. (NYSE:ITT),2018,1857.9
ITT Inc. (NYSE:ITT),2019,1936.3
ITT Inc. (NYSE:ITT),2020,1695.6
ITT Inc. (NYSE:ITT),2021,1865.5
ITT Inc. (NYSE:ITT),2022,2064.8
ITT Inc. (NYSE:ITT),2023,51864.91857142793
ITT Inc. (NYSE:ITT),2024,53043.94249999942
ITT Inc. (NYSE:ITT),2025,54222.96642857045
ITT Inc. (NYSE:ITT),2026,55401.99035714194
ITT Inc. (NYSE:ITT),2027,56581.014285713434
Trane Technologies plc (NYSE:TT),2016,9298.1
Trane Technologies plc (NYSE:TT),2017,9764.8
Trane Technologies plc (NYSE:TT),2018,8557.3
Trane Technologies plc (NYSE:TT),2019,9048.2
Trane Technologies plc (NYSE:TT),2020,8651.3
Trane Technologies plc (NYSE:TT),2021,9666.8
Trane Technologies plc (NYSE:TT),2022,11026.9
Trane Technologies plc (NYSE:TT),2023,21523.00000000163
Trane Technologies plc (NYSE:TT),2024,20525.392857144587
Trane Technologies plc (NYSE:TT),2025,19527.785714287544
Trane Technologies plc (NYSE:TT),2026,18530.1785714305
Trane Technologies plc (NYSE:TT),2027,17532.571428573458
KLA Corporation (NasdaqGS:KLAC),2016,1208.21
KLA Corporation (NasdaqGS:KLAC),2017,1391.32
KLA Corporation (NasdaqGS:KLAC),2018,1535.57
KLA Corporation (NasdaqGS:KLAC),2019,2317.59
KLA Corporation (NasdaqGS:KLAC),2020,2502.0
KLA Corporation (NasdaqGS:KLAC),2021,3203.66
KLA Corporation (NasdaqGS:KLAC),2022,4120.67
KLA Corporation (NasdaqGS:KLAC),2023,30841.02999999933
KLA Corporation (NasdaqGS:KLAC),2024,32201.177499999292
KLA Corporation (NasdaqGS:KLAC),2025,33561.32499999879
KLA Corporation (NasdaqGS:KLAC),2026,34921.47249999875
KLA Corporation (NasdaqGS:KLAC),2027,36281.619999998715
Johnson Controls International plc (NYSE:JCI),2016,16604.0
Johnson Controls International plc (NYSE:JCI),2017,19580.0
Johnson Controls International plc (NYSE:JCI),2018,15865.0
Johnson Controls International plc (NYSE:JCI),2019,16309.0
Johnson Controls International plc (NYSE:JCI),2020,14746.0
Johnson Controls International plc (NYSE:JCI),2021,15967.0
Johnson Controls International plc (NYSE:JCI),2022,16962.0
Johnson Controls International plc (NYSE:JCI),2023,2018.399999999965
Johnson Controls International plc (NYSE:JCI),2024,2064.785714285681
Johnson Controls International plc (NYSE:JCI),2025,2111.1714285713824
Johnson Controls International plc (NYSE:JCI),2026,2157.5571428570984
Johnson Controls International plc (NYSE:JCI),2027,2203.9428571428143
Lockheed Martin Corporation (NYSE:LMT),2016,41809.0
Lockheed Martin Corporation (NYSE:LMT),2017,43589.0
Lockheed Martin Corporation (NYSE:LMT),2018,46392.0
Lockheed Martin Corporation (NYSE:LMT),2019,51445.0
Lockheed Martin Corporation (NYSE:LMT),2020,56717.0
Lockheed Martin Corporation (NYSE:LMT),2021,57947.0
Lockheed Martin Corporation (NYSE:LMT),2022,57597.0
Lockheed Martin Corporation (NYSE:LMT),2023,608.5242857142584
Lockheed Martin Corporation (NYSE:LMT),2024,689.6942857142421
Lockheed Martin Corporation (NYSE:LMT),2025,770.8642857142258
Lockheed Martin Corporation (NYSE:LMT),2026,852.0342857142386
Lockheed Martin Corporation (NYSE:LMT),2027,933.2042857142224
Magna International Inc. (TSX:MG),2016,31123.0
Magna International Inc. (TSX:MG),2017,30895.0
Magna International Inc. (TSX:MG),2018,34725.0
Magna International Inc. (TSX:MG),2019,34022.0
Magna International Inc. (TSX:MG),2020,28207.0
Magna International Inc. (TSX:MG),2021,31097.0
Magna International Inc. (TSX:MG),2022,33188.0
Magna International Inc. (TSX:MG),2023,39930.999999997206
Magna International Inc. (TSX:MG),2024,42448.821428569034
Magna International Inc. (TSX:MG),2025,44966.64285713993
Magna International Inc. (TSX:MG),2026,47484.46428571083
Magna International Inc. (TSX:MG),2027,50002.285714282654
Moog Inc. (NYSE:MOG.A),2016,1710.52
Moog Inc. (NYSE:MOG.A),2017,1791.99
Moog Inc. (NYSE:MOG.A),2018,1960.2
Moog Inc. (NYSE:MOG.A),2019,2152.24
Moog Inc. (NYSE:MOG.A),2020,2091.58
Moog Inc. (NYSE:MOG.A),2021,2113.17
Moog Inc. (NYSE:MOG.A),2022,2238.29
Moog Inc. (NYSE:MOG.A),2023,19569.28571428731
Moog Inc. (NYSE:MOG.A),2024,16431.392857144587
Moog Inc. (NYSE:MOG.A),2025,13293.500000001863
Moog Inc. (NYSE:MOG.A),2026,10155.607142859139
Moog Inc. (NYSE:MOG.A),2027,7017.714285716414
Parker-Hannifin Corporation (NYSE:PH),2016,8574.45
Parker-Hannifin Corporation (NYSE:PH),2017,10082.14
Parker-Hannifin Corporation (NYSE:PH),2018,10816.92
Parker-Hannifin Corporation (NYSE:PH),2019,10599.25
Parker-Hannifin Corporation (NYSE:PH),2020,9941.4
Parker-Hannifin Corporation (NYSE:PH),2021,10608.04
Parker-Hannifin Corporation (NYSE:PH),2022,12330.56
Parker-Hannifin Corporation (NYSE:PH),2023,2165.5571428570547
Parker-Hannifin Corporation (NYSE:PH),2024,2367.1892857141793
Parker-Hannifin Corporation (NYSE:PH),2025,2568.821428571304
Parker-Hannifin Corporation (NYSE:PH),2026,2770.4535714284284
Parker-Hannifin Corporation (NYSE:PH),2027,2972.085714285553
Pitney Bowes Inc. (NYSE:PBI),2016,1174.09
Pitney Bowes Inc. (NYSE:PBI),2017,1281.68
Pitney Bowes Inc. (NYSE:PBI),2018,1745.9
Pitney Bowes Inc. (NYSE:PBI),2019,1877.9
Pitney Bowes Inc. (NYSE:PBI),2020,2356.5
Pitney Bowes Inc. (NYSE:PBI),2021,2504.5
Pitney Bowes Inc. (NYSE:PBI),2022,2405.76
Pitney Bowes Inc. (NYSE:PBI),2023,1452.6400000000267
Pitney Bowes Inc. (NYSE:PBI),2024,1446.478214285744
Pitney Bowes Inc. (NYSE:PBI),2025,1440.316428571463
Pitney Bowes Inc. (NYSE:PBI),2026,1434.15464285718
Pitney Bowes Inc. (NYSE:PBI),2027,1427.9928571428973
"Rockwell Automation, Inc. (NYSE:ROK)",2016,3438.1
"Rockwell Automation, Inc. (NYSE:ROK)",2017,3725.5
"Rockwell Automation, Inc. (NYSE:ROK)",2018,3798.3
"Rockwell Automation, Inc. (NYSE:ROK)",2019,3872.7
"Rockwell Automation, Inc. (NYSE:ROK)",2020,3671.8
"Rockwell Automation, Inc. (NYSE:ROK)",2021,4289.1
"Rockwell Automation, Inc. (NYSE:ROK)",2022,4717.6
"Rockwell Automation, Inc. (NYSE:ROK)",2023,8686.194285714184
"Rockwell Automation, Inc. (NYSE:ROK)",2024,8850.623214285588
