Company,Year,Ebitda
Xerox Holdings Corporation (NasdaqGS:XRX),2027,653
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2016,-37.7
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2017,13.8
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2018,3.5
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2019,14.4
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2020,14.4
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2021,5.9
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2022,24.6
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2023,31.557142857143464
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2024,38.05714285714355
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2025,44.55714285714364
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2026,51.05714285714373
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2027,57.557142857143816
HP Inc. (NYSE:HPQ),2016,4264
HP Inc. (NYSE:HPQ),2017,4522
HP Inc. (NYSE:HPQ),2018,4846
HP Inc. (NYSE:HPQ),2019,5211
HP Inc. (NYSE:HPQ),2020,5074
HP Inc. (NYSE:HPQ),2021,6351
HP Inc. (NYSE:HPQ),2022,5562
HP Inc. (NYSE:HPQ),2023,5419.41
HP Inc. (NYSE:HPQ),2024,5448.13
HP Inc. (NYSE:HPQ),2025,5564.27
HP Inc. (NYSE:HPQ),2026,7063.571428571514
HP Inc. (NYSE:HPQ),2027,7341.42857142864
International Business Machines Corporation (NYSE:IBM),2016,18551
International Business Machines Corporation (NYSE:IBM),2017,16223
International Business Machines Corporation (NYSE:IBM),2018,17698
International Business Machines Corporation (NYSE:IBM),2019,13598
International Business Machines Corporation (NYSE:IBM),2020,11357
International Business Machines Corporation (NYSE:IBM),2021,12189
International Business Machines Corporation (NYSE:IBM),2022,12369
International Business Machines Corporation (NYSE:IBM),2023,15045.52
International Business Machines Corporation (NYSE:IBM),2024,15965.63
International Business Machines Corporation (NYSE:IBM),2025,17024.97
International Business Machines Corporation (NYSE:IBM),2026,6330.535714284233
International Business Machines Corporation (NYSE:IBM),2027,5153.571428570012
Spectris plc (LSE:SXS),2016,281.8
Spectris plc (LSE:SXS),2017,302.2
Spectris plc (LSE:SXS),2018,315.5
Spectris plc (LSE:SXS),2019,198.4
Spectris plc (LSE:SXS),2020,70.9
Spectris plc (LSE:SXS),2021,242.8
Spectris plc (LSE:SXS),2022,272.4
Spectris plc (LSE:SXS),2023,370.01
Spectris plc (LSE:SXS),2024,170.6428571428578
Spectris plc (LSE:SXS),2025,421.23
Spectris plc (LSE:SXS),2026,419.33
Spectris plc (LSE:SXS),2027,128.6857142857176
Atos SE (ENXTPA:ATO),2016,1497.9
Atos SE (ENXTPA:ATO),2017,1724.1
Atos SE (ENXTPA:ATO),2018,1312.5
Atos SE (ENXTPA:ATO),2019,1506.6
Atos SE (ENXTPA:ATO),2020,1318.8
Atos SE (ENXTPA:ATO),2021,-363.9
Atos SE (ENXTPA:ATO),2022,678
Atos SE (ENXTPA:ATO),2023,1150.83
Atos SE (ENXTPA:ATO),2024,1229.7
Atos SE (ENXTPA:ATO),2025,1328.49
Atos SE (ENXTPA:ATO),2026,-561.0642857140169
Atos SE (ENXTPA:ATO),2027,-797.8285714282813
Johnson & Johnson (NYSE:JNJ),2016,24919
Johnson & Johnson (NYSE:JNJ),2017,24539
Johnson & Johnson (NYSE:JNJ),2018,28104
Johnson & Johnson (NYSE:JNJ),2019,28272
Johnson & Johnson (NYSE:JNJ),2020,27498
Johnson & Johnson (NYSE:JNJ),2021,32541
Johnson & Johnson (NYSE:JNJ),2022,32717
Johnson & Johnson (NYSE:JNJ),2023,32441.59
Johnson & Johnson (NYSE:JNJ),2024,33523.58
Johnson & Johnson (NYSE:JNJ),2025,35259
Johnson & Johnson (NYSE:JNJ),2026,37132
Johnson & Johnson (NYSE:JNJ),2027,39648
"Hitachi, Ltd. (TSE:6501)",2016,6919
"Hitachi, Ltd. (TSE:6501)",2017,7151.5
"Hitachi, Ltd. (TSE:6501)",2018,5798.6
"Hitachi, Ltd. (TSE:6501)",2019,5538.9
"Hitachi, Ltd. (TSE:6501)",2020,9942
"Hitachi, Ltd. (TSE:6501)",2021,6250.6
"Hitachi, Ltd. (TSE:6501)",2022,6788.3
"Hitachi, Ltd. (TSE:6501)",2023,8961.35
"Hitachi, Ltd. (TSE:6501)",2024,8225.66
"Hitachi, Ltd. (TSE:6501)",2025,8431
"Hitachi, Ltd. (TSE:6501)",2026,7400.0749999997915
"Hitachi, Ltd. (TSE:6501)",2027,8860.55
"Agilent Technologies, Inc. (NYSE:A)",2016,984
"Agilent Technologies, Inc. (NYSE:A)",2017,1124
"Agilent Technologies, Inc. (NYSE:A)",2018,1234
"Agilent Technologies, Inc. (NYSE:A)",2019,1273
"Agilent Technologies, Inc. (NYSE:A)",2020,1457
"Agilent Technologies, Inc. (NYSE:A)",2021,1780
"Agilent Technologies, Inc. (NYSE:A)",2022,2024
"Agilent Technologies, Inc. (NYSE:A)",2023,2005.85
"Agilent Technologies, Inc. (NYSE:A)",2024,2092.83
"Agilent Technologies, Inc. (NYSE:A)",2025,2299.61
"Agilent Technologies, Inc. (NYSE:A)",2026,2476
"Agilent Technologies, Inc. (NYSE:A)",2027,2740.857142857059
RTX Corporation (NYSE:RTX),2016,10040
RTX Corporation (NYSE:RTX),2017,10285
RTX Corporation (NYSE:RTX),2018,5544
RTX Corporation (NYSE:RTX),2019,8443
RTX Corporation (NYSE:RTX),2020,5921
RTX Corporation (NYSE:RTX),2021,11032
RTX Corporation (NYSE:RTX),2022,11324
RTX Corporation (NYSE:RTX),2023,12605.35
RTX Corporation (NYSE:RTX),2024,13696.05
RTX Corporation (NYSE:RTX),2025,14954.47
RTX Corporation (NYSE:RTX),2026,15349
RTX Corporation (NYSE:RTX),2027,10576.428571428429
NCR Voyix Corporation (NYSE:VYX),2016,858
NCR Voyix Corporation (NYSE:VYX),2017,919
NCR Voyix Corporation (NYSE:VYX),2018,818
NCR Voyix Corporation (NYSE:VYX),2019,714
NCR Voyix Corporation (NYSE:VYX),2020,383
NCR Voyix Corporation (NYSE:VYX),2021,1069
NCR Voyix Corporation (NYSE:VYX),2022,1037
NCR Voyix Corporation (NYSE:VYX),2023,674
NCR Voyix Corporation (NYSE:VYX),2024,693
NCR Voyix Corporation (NYSE:VYX),2025,756
NCR Voyix Corporation (NYSE:VYX),2026,928.7857142857468
NCR Voyix Corporation (NYSE:VYX),2027,943.1428571428874
Dover Corporation (NYSE:DOV),2016,981.2
Dover Corporation (NYSE:DOV),2017,1146.4
Dover Corporation (NYSE:DOV),2018,1184.2
Dover Corporation (NYSE:DOV),2019,1330
Dover Corporation (NYSE:DOV),2020,1262.9
Dover Corporation (NYSE:DOV),2021,1601
Dover Corporation (NYSE:DOV),2022,1724.5
Dover Corporation (NYSE:DOV),2023,1817.72
Dover Corporation (NYSE:DOV),2024,1932.89
Dover Corporation (NYSE:DOV),2025,2061.89
Dover Corporation (NYSE:DOV),2026,2355.98
Dover Corporation (NYSE:DOV),2027,2565.07
Eaton Corporation plc (NYSE:ETN),2016,3176
Eaton Corporation plc (NYSE:ETN),2017,3418
Eaton Corporation plc (NYSE:ETN),2018,3875
Eaton Corporation plc (NYSE:ETN),2019,3741
Eaton Corporation plc (NYSE:ETN),2020,2597
Eaton Corporation plc (NYSE:ETN),2021,3442
Eaton Corporation plc (NYSE:ETN),2022,3982
Eaton Corporation plc (NYSE:ETN),2023,4785.85
Eaton Corporation plc (NYSE:ETN),2024,5227.9
Eaton Corporation plc (NYSE:ETN),2025,5636.36
Eaton Corporation plc (NYSE:ETN),2026,6480.5
Eaton Corporation plc (NYSE:ETN),2027,7059
General Electric Company (NYSE:GE),2016,16945
General Electric Company (NYSE:GE),2017,850
General Electric Company (NYSE:GE),2018,12865
General Electric Company (NYSE:GE),2019,75833
General Electric Company (NYSE:GE),2020,2832
General Electric Company (NYSE:GE),2021,5713
General Electric Company (NYSE:GE),2022,7630
General Electric Company (NYSE:GE),2023,7795.31
General Electric Company (NYSE:GE),2024,10218.59
General Electric Company (NYSE:GE),2025,12376.65
General Electric Company (NYSE:GE),2026,13679.48
General Electric Company (NYSE:GE),2027,14556
"L3Harris Technologies, Inc. (NYSE:LHX)",2016,1425
"L3Harris Technologies, Inc. (NYSE:LHX)",2017,1350
"L3Harris Technologies, Inc. (NYSE:LHX)",2018,1519
"L3Harris Technologies, Inc. (NYSE:LHX)",2019,3245
"L3Harris Technologies, Inc. (NYSE:LHX)",2020,3025
"L3Harris Technologies, Inc. (NYSE:LHX)",2021,3063
"L3Harris Technologies, Inc. (NYSE:LHX)",2022,2867
"L3Harris Technologies, Inc. (NYSE:LHX)",2023,3450.15
"L3Harris Technologies, Inc. (NYSE:LHX)",2024,3922.3
"L3Harris Technologies, Inc. (NYSE:LHX)",2025,4130.19
"L3Harris Technologies, Inc. (NYSE:LHX)",2026,4462
"L3Harris Technologies, Inc. (NYSE:LHX)",2027,4549
Koninklijke Philips N.V. (ENXTAM:PHIA),2016,18864.7
Koninklijke Philips N.V. (ENXTAM:PHIA),2017,2596.3
Koninklijke Philips N.V. (ENXTAM:PHIA),2018,2917.8
Koninklijke Philips N.V. (ENXTAM:PHIA),2019,2784.1
Koninklijke Philips N.V. (ENXTAM:PHIA),2020,2919.9
Koninklijke Philips N.V. (ENXTAM:PHIA),2021,1515.1
Koninklijke Philips N.V. (ENXTAM:PHIA),2022,709.8
Koninklijke Philips N.V. (ENXTAM:PHIA),2023,3062.79
Koninklijke Philips N.V. (ENXTAM:PHIA),2024,3386.29
Koninklijke Philips N.V. (ENXTAM:PHIA),2025,3741.85
Koninklijke Philips N.V. (ENXTAM:PHIA),2026,-9540.864285714826
Koninklijke Philips N.V. (ENXTAM:PHIA),2027,-11563.1857142863
Canon Inc. (TSE:7751),2016,3211.6
Canon Inc. (TSE:7751),2017,4206.1
Canon Inc. (TSE:7751),2018,4094.9
Canon Inc. (TSE:7751),2019,2844.1
Canon Inc. (TSE:7751),2020,2359.6
Canon Inc. (TSE:7751),2021,3501.8
Canon Inc. (TSE:7751),2022,4062.4
Canon Inc. (TSE:7751),2023,4250.91
Canon Inc. (TSE:7751),2024,4361.96
Canon Inc. (TSE:7751),2025,4449.07
Canon Inc. (TSE:7751),2026,4170.06
Canon Inc. (TSE:7751),2027,4225.92
Belden Inc. (NYSE:BDC),2016,430
Belden Inc. (NYSE:BDC),2017,410
Belden Inc. (NYSE:BDC),2018,392.2
Belden Inc. (NYSE:BDC),2019,350.4
Belden Inc. (NYSE:BDC),2020,266.6
Belden Inc. (NYSE:BDC),2021,377.2
Belden Inc. (NYSE:BDC),2022,430.8
Belden Inc. (NYSE:BDC),2023,463.29
Belden Inc. (NYSE:BDC),2024,470.11
Belden Inc. (NYSE:BDC),2025,508.99
Belden Inc. (NYSE:BDC),2026,332.3999999999801
Belden Inc. (NYSE:BDC),2027,325.6571428571227
Sharp Corporation (TSE:6753),2016,-302.7
Sharp Corporation (TSE:6753),2017,1250.6
Sharp Corporation (TSE:6753),2018,1118.8
Sharp Corporation (TSE:6753),2019,976
Sharp Corporation (TSE:6753),2020,831.5
Sharp Corporation (TSE:6753),2021,1058.7
Sharp Corporation (TSE:6753),2022,691.6
Sharp Corporation (TSE:6753),2023,482.86
Sharp Corporation (TSE:6753),2024,601.75
Sharp Corporation (TSE:6753),2025,745.28
Sharp Corporation (TSE:6753),2026,806.07
Sharp Corporation (TSE:6753),2027,1464.0142857143662
Visteon Corporation (NasdaqGS:VC),2016,324
Visteon Corporation (NasdaqGS:VC),2017,360
Visteon Corporation (NasdaqGS:VC),2018,305
Visteon Corporation (NasdaqGS:VC),2019,204
Visteon Corporation (NasdaqGS:VC),2020,161
Visteon Corporation (NasdaqGS:VC),2021,197
Visteon Corporation (NasdaqGS:VC),2022,303
Visteon Corporation (NasdaqGS:VC),2023,424.28
Visteon Corporation (NasdaqGS:VC),2024,507.19
Visteon Corporation (NasdaqGS:VC),2025,586.82
Visteon Corporation (NasdaqGS:VC),2026,694.5
Visteon Corporation (NasdaqGS:VC),2027,672
Abbott Laboratories (NYSE:ABT),2016,4569
Abbott Laboratories (NYSE:ABT),2017,5957
Abbott Laboratories (NYSE:ABT),2018,7116
Abbott Laboratories (NYSE:ABT),2019,7771
Abbott Laboratories (NYSE:ABT),2020,8992
Abbott Laboratories (NYSE:ABT),2021,12756
Abbott Laboratories (NYSE:ABT),2022,12103
Abbott Laboratories (NYSE:ABT),2023,10176.69
Abbott Laboratories (NYSE:ABT),2024,10765.69
Abbott Laboratories (NYSE:ABT),2025,11750.18
Abbott Laboratories (NYSE:ABT),2026,11731
Abbott Laboratories (NYSE:ABT),2027,12578.5
"Applied Materials, Inc. (NasdaqGS:AMAT)",2016,2994
"Applied Materials, Inc. (NasdaqGS:AMAT)",2017,4705
"Applied Materials, Inc. (NasdaqGS:AMAT)",2018,4610
"Applied Materials, Inc. (NasdaqGS:AMAT)",2019,3888
"Applied Materials, Inc. (NasdaqGS:AMAT)",2020,5260
"Applied Materials, Inc. (NasdaqGS:AMAT)",2021,8160
"Applied Materials, Inc. (NasdaqGS:AMAT)",2022,8282
"Applied Materials, Inc. (NasdaqGS:AMAT)",2023,8121.61
"Applied Materials, Inc. (NasdaqGS:AMAT)",2024,7920.44
"Applied Materials, Inc. (NasdaqGS:AMAT)",2025,8868.6
"Applied Materials, Inc. (NasdaqGS:AMAT)",2026,9146
"Applied Materials, Inc. (NasdaqGS:AMAT)",2027,12106.714285713824
VOXX International Corporation (NasdaqGS:VOXX),2016,6.3
VOXX International Corporation (NasdaqGS:VOXX),2017,-8.5
VOXX International Corporation (NasdaqGS:VOXX),2018,-1.7
VOXX International Corporation (NasdaqGS:VOXX),2019,-13.3
VOXX International Corporation (NasdaqGS:VOXX),2020,23.4
VOXX International Corporation (NasdaqGS:VOXX),2021,23.7
VOXX International Corporation (NasdaqGS:VOXX),2022,3.2
VOXX International Corporation (NasdaqGS:VOXX),2023,11.01
VOXX International Corporation (NasdaqGS:VOXX),2024,-2.94
VOXX International Corporation (NasdaqGS:VOXX),2025,-3.71
VOXX International Corporation (NasdaqGS:VOXX),2026,0.52
VOXX International Corporation (NasdaqGS:VOXX),2027,7.94
Baxter International Inc. (NYSE:BAX),2016,1972
Baxter International Inc. (NYSE:BAX),2017,2250
Baxter International Inc. (NYSE:BAX),2018,2563
Baxter International Inc. (NYSE:BAX),2019,2606
Baxter International Inc. (NYSE:BAX),2020,12784
Baxter International Inc. (NYSE:BAX),2021,2977
Baxter International Inc. (NYSE:BAX),2022,3258
Baxter International Inc. (NYSE:BAX),2023,2730.61
Baxter International Inc. (NYSE:BAX),2024,3075.08
Baxter International Inc. (NYSE:BAX),2025,3156
Baxter International Inc. (NYSE:BAX),2026,3719
Baxter International Inc. (NYSE:BAX),2027,8496.571428571206
Danaher Corporation (NYSE:DHR),2016,4031.7
Danaher Corporation (NYSE:DHR),2017,3719.9
Danaher Corporation (NYSE:DHR),2018,4268
Danaher Corporation (NYSE:DHR),2019,4470
Danaher Corporation (NYSE:DHR),2020,6590
Danaher Corporation (NYSE:DHR),2021,10336
Danaher Corporation (NYSE:DHR),2022,10964
Danaher Corporation (NYSE:DHR),2023,8287.73
Danaher Corporation (NYSE:DHR),2024,7882
Danaher Corporation (NYSE:DHR),2025,8729.6
Danaher Corporation (NYSE:DHR),2026,11517
Danaher Corporation (NYSE:DHR),2027,12520
Dell Technologies Inc. (NYSE:DELL),2016,2591
Dell Technologies Inc. (NYSE:DELL),2017,6160
Dell Technologies Inc. (NYSE:DELL),2018,7747
Dell Technologies Inc. (NYSE:DELL),2019,8855
Dell Technologies Inc. (NYSE:DELL),2020,8760
Dell Technologies Inc. (NYSE:DELL),2021,8947
Dell Technologies Inc. (NYSE:DELL),2022,8610
Dell Technologies Inc. (NYSE:DELL),2023,10651
Dell Technologies Inc. (NYSE:DELL),2024,9653.88
Dell Technologies Inc. (NYSE:DELL),2025,10018.53
Dell Technologies Inc. (NYSE:DELL),2026,10456.2
Dell Technologies Inc. (NYSE:DELL),2027,14422.571428571342
Deere & Company (NYSE:DE),2016,4097.6
Deere & Company (NYSE:DE),2017,4983.9
Deere & Company (NYSE:DE),2018,5877.7
Deere & Company (NYSE:DE),2019,6249
Deere & Company (NYSE:DE),2020,6479
Deere & Company (NYSE:DE),2021,8247
Deere & Company (NYSE:DE),2022,12120
Deere & Company (NYSE:DE),2023,55458.96
Deere & Company (NYSE:DE),2024,13299.48
Deere & Company (NYSE:DE),2025,13421.04
Deere & Company (NYSE:DE),2026,12603
Deere & Company (NYSE:DE),2027,12751
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2016,289.5
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2017,177.6
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2018,187.9
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2019,235.7
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2020,279.3
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2021,298.4
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2022,135.2
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2023,346.33
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2024,421.33
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2025,201.249999999984
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2026,196.61071428569758
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2027,191.9714285714112
Flowserve Corporation (NYSE:FLS),2016,379.5
Flowserve Corporation (NYSE:FLS),2017,326
Flowserve Corporation (NYSE:FLS),2018,372.5
Flowserve Corporation (NYSE:FLS),2019,501.1
Flowserve Corporation (NYSE:FLS),2020,351.1
Flowserve Corporation (NYSE:FLS),2021,385.2
Flowserve Corporation (NYSE:FLS),2022,313.1
Flowserve Corporation (NYSE:FLS),2023,23424.88
Flowserve Corporation (NYSE:FLS),2024,576.61
Flowserve Corporation (NYSE:FLS),2025,636.64
Flowserve Corporation (NYSE:FLS),2026,693.5
Flowserve Corporation (NYSE:FLS),2027,743.6
"Revvity, Inc. (NYSE:RVTY)",2016,406
"Revvity, Inc. (NYSE:RVTY)",2017,424.6
"Revvity, Inc. (NYSE:RVTY)",2018,518.8
"Revvity, Inc. (NYSE:RVTY)",2019,609.6
"Revvity, Inc. (NYSE:RVTY)",2020,1066.3
"Revvity, Inc. (NYSE:RVTY)",2021,1712.2
"Revvity, Inc. (NYSE:RVTY)",2022,1286.6
"Revvity, Inc. (NYSE:RVTY)",2023,836.45
"Revvity, Inc. (NYSE:RVTY)",2024,853.23
"Revvity, Inc. (NYSE:RVTY)",2025,972.18
"Revvity, Inc. (NYSE:RVTY)",2026,1153.98
"Revvity, Inc. (NYSE:RVTY)",2027,1452.07
Emerson Electric Co. (NYSE:EMR),2016,3086
Emerson Electric Co. (NYSE:EMR),2017,3336
Emerson Electric Co. (NYSE:EMR),2018,3643
Emerson Electric Co. (NYSE:EMR),2019,3686
Emerson Electric Co. (NYSE:EMR),2020,3683
Emerson Electric Co. (NYSE:EMR),2021,3767
Emerson Electric Co. (NYSE:EMR),2022,4653
Emerson Electric Co. (NYSE:EMR),2023,3929.07
Emerson Electric Co. (NYSE:EMR),2024,4555
Emerson Electric Co. (NYSE:EMR),2025,4840.3
Emerson Electric Co. (NYSE:EMR),2026,5094.178571428749
Emerson Electric Co. (NYSE:EMR),2027,5294.285714285879
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2016,1771.6
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2017,-309.1
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2018,1311.2
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2019,2355.7
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2020,3048.5
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2021,3255.9
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2022,3196.6
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2023,2334.93
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2024,3201.16
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2025,3492.84
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2026,4248.3
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2027,4349.52
General Dynamics Corporation (NYSE:GD),2016,4187
General Dynamics Corporation (NYSE:GD),2017,4618
General Dynamics Corporation (NYSE:GD),2018,39350
General Dynamics Corporation (NYSE:GD),2019,5386
General Dynamics Corporation (NYSE:GD),2020,5090
General Dynamics Corporation (NYSE:GD),2021,5271
General Dynamics Corporation (NYSE:GD),2022,5485
General Dynamics Corporation (NYSE:GD),2023,5291.25
General Dynamics Corporation (NYSE:GD),2024,6018.34
General Dynamics Corporation (NYSE:GD),2025,6434.69
General Dynamics Corporation (NYSE:GD),2026,6897.5
General Dynamics Corporation (NYSE:GD),2027,7260
"SPX Technologies, Inc. (NYSE:SPXC)",2016,97.3
"SPX Technologies, Inc. (NYSE:SPXC)",2017,70.1
"SPX Technologies, Inc. (NYSE:SPXC)",2018,140.8
"SPX Technologies, Inc. (NYSE:SPXC)",2019,129.4
"SPX Technologies, Inc. (NYSE:SPXC)",2020,135.4
"SPX Technologies, Inc. (NYSE:SPXC)",2021,158
"SPX Technologies, Inc. (NYSE:SPXC)",2022,190.4
"SPX Technologies, Inc. (NYSE:SPXC)",2023,795.78
"SPX Technologies, Inc. (NYSE:SPXC)",2024,369.82
"SPX Technologies, Inc. (NYSE:SPXC)",2025,390.13
"SPX Technologies, Inc. (NYSE:SPXC)",2026,244.05357142855956
"SPX Technologies, Inc. (NYSE:SPXC)",2027,260.11428571427257
ITT Inc. (NYSE:ITT),2016,378
ITT Inc. (NYSE:ITT),2017,411.4
ITT Inc. (NYSE:ITT),2018,469
ITT Inc. (NYSE:ITT),2019,513.9
ITT Inc. (NYSE:ITT),2020,455
ITT Inc. (NYSE:ITT),2021,543.5
ITT Inc. (NYSE:ITT),2022,3262.3
ITT Inc. (NYSE:ITT),2023,658.2
ITT Inc. (NYSE:ITT),2024,721.67
ITT Inc. (NYSE:ITT),2025,778.24
ITT Inc. (NYSE:ITT),2026,854.17
ITT Inc. (NYSE:ITT),2027,935.85
Trane Technologies plc (NYSE:TT),2016,1924.9
Trane Technologies plc (NYSE:TT),2017,2020.7
Trane Technologies plc (NYSE:TT),2018,1765.2
Trane Technologies plc (NYSE:TT),2019,12454.7
Trane Technologies plc (NYSE:TT),2020,1762.2
Trane Technologies plc (NYSE:TT),2021,2272.9
Trane Technologies plc (NYSE:TT),2022,2657.9
Trane Technologies plc (NYSE:TT),2023,3133.41
Trane Technologies plc (NYSE:TT),2024,3352.18
Trane Technologies plc (NYSE:TT),2025,3619.43
Trane Technologies plc (NYSE:TT),2026,3716
Trane Technologies plc (NYSE:TT),2027,3688
KLA Corporation (NasdaqGS:KLAC),2016,1228.7
KLA Corporation (NasdaqGS:KLAC),2017,1482.2
KLA Corporation (NasdaqGS:KLAC),2018,1748.3
KLA Corporation (NasdaqGS:KLAC),2019,1772
KLA Corporation (NasdaqGS:KLAC),2020,2303.7
KLA Corporation (NasdaqGS:KLAC),2021,3512.3
KLA Corporation (NasdaqGS:KLAC),2022,4575.2
KLA Corporation (NasdaqGS:KLAC),2023,4572.9
KLA Corporation (NasdaqGS:KLAC),2024,4224.62
KLA Corporation (NasdaqGS:KLAC),2025,4619.97
KLA Corporation (NasdaqGS:KLAC),2026,5234.86
KLA Corporation (NasdaqGS:KLAC),2027,6561.799999999706
Johnson Controls International plc (NYSE:JCI),2016,2893
Johnson Controls International plc (NYSE:JCI),2017,4022
Johnson Controls International plc (NYSE:JCI),2018,2992
Johnson Controls International plc (NYSE:JCI),2019,3056
Johnson Controls International plc (NYSE:JCI),2020,2620
Johnson Controls International plc (NYSE:JCI),2021,25505
Johnson Controls International plc (NYSE:JCI),2022,3172
Johnson Controls International plc (NYSE:JCI),2023,4152.2
Johnson Controls International plc (NYSE:JCI),2024,4484.14
Johnson Controls International plc (NYSE:JCI),2025,4817.41
Johnson Controls International plc (NYSE:JCI),2026,5365
Johnson Controls International plc (NYSE:JCI),2027,5516
Lockheed Martin Corporation (NYSE:LMT),2016,5958
Lockheed Martin Corporation (NYSE:LMT),2017,6665
Lockheed Martin Corporation (NYSE:LMT),2018,7699
Lockheed Martin Corporation (NYSE:LMT),2019,8776
Lockheed Martin Corporation (NYSE:LMT),2020,10001
Lockheed Martin Corporation (NYSE:LMT),2021,9010
Lockheed Martin Corporation (NYSE:LMT),2022,8620
Lockheed Martin Corporation (NYSE:LMT),2023,9929.87
Lockheed Martin Corporation (NYSE:LMT),2024,9905.15
Lockheed Martin Corporation (NYSE:LMT),2025,10292.35
Lockheed Martin Corporation (NYSE:LMT),2026,10716
Lockheed Martin Corporation (NYSE:LMT),2027,10915
Magna International Inc. (TSX:MG),2016,3856
Magna International Inc. (TSX:MG),2017,4152
Magna International Inc. (TSX:MG),2018,4280
Magna International Inc. (TSX:MG),2019,3985
Magna International Inc. (TSX:MG),2020,3068
Magna International Inc. (TSX:MG),2021,3683
Magna International Inc. (TSX:MG),2022,42467.2
Magna International Inc. (TSX:MG),2023,3629.45
Magna International Inc. (TSX:MG),2024,4236.88
Magna International Inc. (TSX:MG),2025,4879.18
Magna International Inc. (TSX:MG),2026,5408
Magna International Inc. (TSX:MG),2027,5371
Moog Inc. (NYSE:MOG.A),2016,329.6
Moog Inc. (NYSE:MOG.A),2017,310.9
Moog Inc. (NYSE:MOG.A),2018,359.9
Moog Inc. (NYSE:MOG.A),2019,365.2
Moog Inc. (NYSE:MOG.A),2020,286.5
Moog Inc. (NYSE:MOG.A),2021,322
Moog Inc. (NYSE:MOG.A),2022,361.4
Moog Inc. (NYSE:MOG.A),2023,409.81
Moog Inc. (NYSE:MOG.A),2024,444.63
Moog Inc. (NYSE:MOG.A),2025,492.26
Moog Inc. (NYSE:MOG.A),2026,344.69285714284297
Moog Inc. (NYSE:MOG.A),2027,346.2714285714143
Parker-Hannifin Corporation (NYSE:PH),2016,1604
Parker-Hannifin Corporation (NYSE:PH),2017,2118.5
Parker-Hannifin Corporation (NYSE:PH),2018,2519.3
Parker-Hannifin Corporation (NYSE:PH),2019,2532.1
Parker-Hannifin Corporation (NYSE:PH),2020,2646.9
Parker-Hannifin Corporation (NYSE:PH),2021,3271
Parker-Hannifin Corporation (NYSE:PH),2022,3657.4
Parker-Hannifin Corporation (NYSE:PH),2023,4351.62
Parker-Hannifin Corporation (NYSE:PH),2024,4768.22
Parker-Hannifin Corporation (NYSE:PH),2025,5090.82
Parker-Hannifin Corporation (NYSE:PH),2026,5466.96
Parker-Hannifin Corporation (NYSE:PH),2027,5890.71
Pioneer Natural Resources Company (NYSE:PXD),2016,5294
Pioneer Natural Resources Company (NYSE:PXD),2017,1921
Pioneer Natural Resources Company (NYSE:PXD),2018,3304
Pioneer Natural Resources Company (NYSE:PXD),2019,3577
Pioneer Natural Resources Company (NYSE:PXD),2020,1781
Pioneer Natural Resources Company (NYSE:PXD),2021,6722
Pioneer Natural Resources Company (NYSE:PXD),2022,12513
Pioneer Natural Resources Company (NYSE:PXD),2023,2775.83
Pioneer Natural Resources Company (NYSE:PXD),2024,10618.5
Pioneer Natural Resources Company (NYSE:PXD),2025,11042.09
Pioneer Natural Resources Company (NYSE:PXD),2026,10366.03
Pioneer Natural Resources Company (NYSE:PXD),2027,9420
