Company,Year,Value,2023,2024,2025,2026,2027
Dassault Aviation société anonyme (ENXTPA:AM),2021.0,5165.3,,,,,
Dassault Aviation société anonyme (ENXTPA:AM),2022.0,5121.73,,,,,
Dassault Aviation société anonyme (ENXTPA:AM),,,6013.188571428693,6482.883214285817,6952.577857142943,7422.272500000068,7891.967142857193
Deere & Company (NYSE:DE),2016.0,18177.3,,,,,
Deere & Company (NYSE:DE),2017.0,20758.6,,,,,
Deere & Company (NYSE:DE),2018.0,26298.5,,,,,
Deere & Company (NYSE:DE),2019.0,26393.0,,,,,
Deere & Company (NYSE:DE),2020.0,24177.0,,,,,
Deere & Company (NYSE:DE),2021.0,30064.0,,,,,
Deere & Company (NYSE:DE),2022.0,36396.0,,,,,
Deere & Company (NYSE:DE),,,36201.40000000285,38742.30714285984,41283.21428571683,43824.121428573824,46365.02857143081
Dell Technologies Inc. (NYSE:DELL),2016.0,48472.0,,,,,
Dell Technologies Inc. (NYSE:DELL),2017.0,58479.0,,,,,
Dell Technologies Inc. (NYSE:DELL),2018.0,65355.0,,,,,
Dell Technologies Inc. (NYSE:DELL),2019.0,64176.0,,,,,
Dell Technologies Inc. (NYSE:DELL),2020.0,66530.0,,,,,
Dell Technologies Inc. (NYSE:DELL),2021.0,79306.0,,,,,
Dell Technologies Inc. (NYSE:DELL),2022.0,79615.0,,,,,
Dell Technologies Inc. (NYSE:DELL),,,85455.85714285733,90322.21428571423,95188.57142857113,100054.92857142803,104921.28571428494
"Delta Electronics, Inc. (TWSE:2308)",2016.0,4783.23,,,,,
"Delta Electronics, Inc. (TWSE:2308)",2017.0,5028.7,,,,,
"Delta Electronics, Inc. (TWSE:2308)",2018.0,5357.78,,,,,
"Delta Electronics, Inc. (TWSE:2308)",2019.0,5980.83,,,,,
"Delta Electronics, Inc. (TWSE:2308)",2020.0,6035.12,,,,,
"Delta Electronics, Inc. (TWSE:2308)",2021.0,6932.95,,,,,
"Delta Electronics, Inc. (TWSE:2308)",2022.0,8452.89,,,,,
"Delta Electronics, Inc. (TWSE:2308)",,,8295.1885714285,8848.574999999888,9401.961428571274,9955.34785714266,10508.734285714047
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2016.0,2450.5,,,,,
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2017.0,3580.3,,,,,
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2018.0,3576.7,,,,,
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2019.0,3331.9,,,,,
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2020.0,2845.0,,,,,
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2021.0,2846.4,,,,,
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2022.0,2682.6,,,,,
"Diebold Nixdorf, Incorporated (NYSE:DBD)",,,2830.028571428531,2776.342857142836,2722.6571428571406,2668.971428571446,2615.2857142857506
"Dinglong Culture Co.,Ltd. (SZSE:002502)",2016.0,51.27,,,,,
"Dinglong Culture Co.,Ltd. (SZSE:002502)",2017.0,49.14,,,,,
"Dinglong Culture Co.,Ltd. (SZSE:002502)",2018.0,68.62,,,,,
"Dinglong Culture Co.,Ltd. (SZSE:002502)",2019.0,152.68,,,,,
"Dinglong Culture Co.,Ltd. (SZSE:002502)",2020.0,44.32,,,,,
"Dinglong Culture Co.,Ltd. (SZSE:002502)",2021.0,67.21,,,,,
"Dinglong Culture Co.,Ltd. (SZSE:002502)",2022.0,44.99,,,,,
"Dinglong Culture Co.,Ltd. (SZSE:002502)",,,67.31857142857301,67.06857142857339,66.81857142857379,66.56857142857417,66.31857142857456
Dover Corporation (NYSE:DOV),2016.0,3810.34,,,,,
Dover Corporation (NYSE:DOV),2017.0,4275.18,,,,,
Dover Corporation (NYSE:DOV),2018.0,4415.64,,,,,
Dover Corporation (NYSE:DOV),2019.0,4506.55,,,,,
Dover Corporation (NYSE:DOV),2020.0,4190.85,,,,,
Dover Corporation (NYSE:DOV),2021.0,4924.4,,,,,
Dover Corporation (NYSE:DOV),2022.0,5437.68,,,,,
Dover Corporation (NYSE:DOV),,,5359.472857142631,5572.17535714262,5784.877857142608,5997.580357142596,6210.282857142583
Eaton Corporation plc (NYSE:ETN),2016.0,13392.0,,,,,
Eaton Corporation plc (NYSE:ETN),2017.0,13756.0,,,,,
Eaton Corporation plc (NYSE:ETN),2018.0,14511.0,,,,,
Eaton Corporation plc (NYSE:ETN),2019.0,14338.0,,,,,
Eaton Corporation plc (NYSE:ETN),2020.0,12408.0,,,,,
Eaton Corporation plc (NYSE:ETN),2021.0,13293.0,,,,,
Eaton Corporation plc (NYSE:ETN),2022.0,13865.0,,,,,
Eaton Corporation plc (NYSE:ETN),,,13421.857142857265,13364.357142857278,13306.857142857292,13249.357142857305,13191.857142857318
Elbit Systems Ltd. (TASE:ESLT),2016.0,2294.93,,,,,
Elbit Systems Ltd. (TASE:ESLT),2017.0,2374.78,,,,,
Elbit Systems Ltd. (TASE:ESLT),2018.0,2640.87,,,,,
Elbit Systems Ltd. (TASE:ESLT),2019.0,3316.9,,,,,
Elbit Systems Ltd. (TASE:ESLT),2020.0,3438.07,,,,,
Elbit Systems Ltd. (TASE:ESLT),2021.0,3920.47,,,,,
Elbit Systems Ltd. (TASE:ESLT),2022.0,4138.27,,,,,
Elbit Systems Ltd. (TASE:ESLT),,,4506.127142857226,4842.505714285773,5178.884285714321,5515.262857142869,5851.641428571416
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2016.0,793.82,,,,,
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2017.0,831.29,,,,,
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2018.0,904.34,,,,,
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2019.0,778.23,,,,,
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2020.0,718.56,,,,,
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2021.0,904.25,,,,,
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2022.0,868.82,,,,,
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",,,854.9214285714186,861.5335714285613,868.1457142857041,874.7578571428469,881.3699999999895
Embraer S.A. (BOVESPA:EMBR3),2016.0,3401.11,,,,,
Embraer S.A. (BOVESPA:EMBR3),2017.0,3023.95,,,,,
Embraer S.A. (BOVESPA:EMBR3),2018.0,1421.79,,,,,
Embraer S.A. (BOVESPA:EMBR3),2019.0,3692.46,,,,,
Embraer S.A. (BOVESPA:EMBR3),2020.0,3414.73,,,,,
Embraer S.A. (BOVESPA:EMBR3),2021.0,3790.34,,,,,
Embraer S.A. (BOVESPA:EMBR3),2022.0,3712.71,,,,,
Embraer S.A. (BOVESPA:EMBR3),,,3845.3728571430233,4004.6771428572856,4163.981428571547,4323.285714285809,4482.590000000071
Emerson Electric Co. (NYSE:EMR),2016.0,8188.0,,,,,
Emerson Electric Co. (NYSE:EMR),2017.0,9127.0,,,,,
Emerson Electric Co. (NYSE:EMR),2018.0,10170.0,,,,,
Emerson Electric Co. (NYSE:EMR),2019.0,10563.0,,,,,
Emerson Electric Co. (NYSE:EMR),2020.0,9822.0,,,,,
Emerson Electric Co. (NYSE:EMR),2021.0,9976.0,,,,,
Emerson Electric Co. (NYSE:EMR),2022.0,11453.0,,,,,
Emerson Electric Co. (NYSE:EMR),,,11491.999999999405,11890.035714285104,12288.071428570805,12686.107142856505,13084.142857142206
Endress+Hauser AG,2016.0,644.5,,,,,
Endress+Hauser AG,2017.0,646.39,,,,,
Endress+Hauser AG,2018.0,691.42,,,,,
Endress+Hauser AG,2019.0,771.41,,,,,
Endress+Hauser AG,2020.0,743.03,,,,,
Endress+Hauser AG,2021.0,844.2,,,,,
Endress+Hauser AG,2022.0,997.43,,,,,
Endress+Hauser AG,,,977.771428571461,1031.5578571428853,1085.3442857143098,1139.130714285734,1192.9171428571583
FUJIFILM Holdings Corporation (TSE:4901),2016.0,9386.42,,,,,
FUJIFILM Holdings Corporation (TSE:4901),2017.0,9824.59,,,,,
FUJIFILM Holdings Corporation (TSE:4901),2018.0,9572.47,,,,,
FUJIFILM Holdings Corporation (TSE:4901),2019.0,9346.88,,,,,
FUJIFILM Holdings Corporation (TSE:4901),2020.0,8568.26,,,,,
FUJIFILM Holdings Corporation (TSE:4901),2021.0,9902.14,,,,,
FUJIFILM Holdings Corporation (TSE:4901),2022.0,11188.81,,,,,
FUJIFILM Holdings Corporation (TSE:4901),,,10335.375714285989,10498.163571428831,10660.951428571674,10823.739285714517,10986.527142857361
Fanuc Corporation (TSE:6954),2016.0,1969.55,,,,,
Fanuc Corporation (TSE:6954),2017.0,2540.13,,,,,
Fanuc Corporation (TSE:6954),2018.0,2602.73,,,,,
Fanuc Corporation (TSE:6954),2019.0,2220.87,,,,,
Fanuc Corporation (TSE:6954),2020.0,2175.17,,,,,
Fanuc Corporation (TSE:6954),2021.0,2839.86,,,,,
Fanuc Corporation (TSE:6954),2022.0,3390.05,,,,,
Fanuc Corporation (TSE:6954),,,3167.3942857143184,3325.7300000000246,3484.065714285731,3642.4014285714375,3800.7371428571437
Flowserve Corporation (NYSE:FLS),2016.0,2753.69,,,,,
Flowserve Corporation (NYSE:FLS),2017.0,2571.88,,,,,
Flowserve Corporation (NYSE:FLS),2018.0,2644.83,,,,,
Flowserve Corporation (NYSE:FLS),2019.0,2650.35,,,,,
Flowserve Corporation (NYSE:FLS),2020.0,2611.37,,,,,
Flowserve Corporation (NYSE:FLS),2021.0,2474.49,,,,,
Flowserve Corporation (NYSE:FLS),2022.0,2611.61,,,,,
Flowserve Corporation (NYSE:FLS),,,2523.391428571487,2500.0171428572016,2476.642857142916,2453.2685714286304,2429.8942857143447
Fortive Corporation (NYSE:FTV),2016.0,2685.9,,,,,
Fortive Corporation (NYSE:FTV),2017.0,2832.7,,,,,
Fortive Corporation (NYSE:FTV),2018.0,1612.6,,,,,
Fortive Corporation (NYSE:FTV),2019.0,2066.9,,,,,
Fortive Corporation (NYSE:FTV),2020.0,2017.7,,,,,
Fortive Corporation (NYSE:FTV),2021.0,2244.8,,,,,
Fortive Corporation (NYSE:FTV),2022.0,2462.3,,,,,
Fortive Corporation (NYSE:FTV),,,2068.7714285714865,2017.2892857143415,1965.8071428571968,1914.3250000000521,1862.8428571429072
Forvia SE (ENXTPA:FRVIA),2016.0,17808.59,,,,,
Forvia SE (ENXTPA:FRVIA),2017.0,15747.9,,,,,
Forvia SE (ENXTPA:FRVIA),2018.0,16179.1,,,,,
Forvia SE (ENXTPA:FRVIA),2019.0,16219.1,,,,,
Forvia SE (ENXTPA:FRVIA),2020.0,13762.97,,,,,
Forvia SE (ENXTPA:FRVIA),2021.0,14572.31,,,,,
Forvia SE (ENXTPA:FRVIA),2022.0,23590.56,,,,,
Forvia SE (ENXTPA:FRVIA),,,18637.0185714277,19086.254285713338,19535.489999998976,19984.725714284614,20433.961428570252
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2016.0,11622.04,,,,,
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2017.0,12483.1,,,,,
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2018.0,12087.14,,,,,
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2019.0,12817.72,,,,,
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2020.0,13073.33,,,,,
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2021.0,13304.93,,,,,
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),2022.0,14947.23,,,,,
Fresenius Medical Care AG & Co. KGaA (XTRA:FME),,,14705.844285712652,15156.037857141195,15606.231428569736,16056.424999998279,16506.61857142682
"Fuji Electric Co., Ltd. (TSE:6504)",2016.0,4173.07,,,,,
"Fuji Electric Co., Ltd. (TSE:6504)",2017.0,4377.58,,,,,
"Fuji Electric Co., Ltd. (TSE:6504)",2018.0,4563.2,,,,,
"Fuji Electric Co., Ltd. (TSE:6504)",2019.0,4528.0,,,,,
"Fuji Electric Co., Ltd. (TSE:6504)",2020.0,4282.34,,,,,
"Fuji Electric Co., Ltd. (TSE:6504)",2021.0,4636.2,,,,,
"Fuji Electric Co., Ltd. (TSE:6504)",2022.0,4759.82,,,,,
"Fuji Electric Co., Ltd. (TSE:6504)",,,4759.548571428679,4830.856785714391,4902.165000000103,4973.473214285814,5044.781428571526
Fujitsu Limited (TSE:6702),2016.0,22020.38,,,,,
Fujitsu Limited (TSE:6702),2017.0,20651.89,,,,,
Fujitsu Limited (TSE:6702),2018.0,19485.48,,,,,
Fujitsu Limited (TSE:6702),2019.0,18578.75,,,,,
Fujitsu Limited (TSE:6702),2020.0,17162.34,,,,,
Fujitsu Limited (TSE:6702),2021.0,16753.89,,,,,
Fujitsu Limited (TSE:6702),2022.0,17115.87,,,,,
Fujitsu Limited (TSE:6702),,,15276.561428574149,14389.680357145622,13502.799285717098,12615.918214288571,11729.037142860045
GEA Group Aktiengesellschaft (XTRA:G1A),2016.0,3291.78,,,,,
GEA Group Aktiengesellschaft (XTRA:G1A),2017.0,3364.85,,,,,
GEA Group Aktiengesellschaft (XTRA:G1A),2018.0,3630.46,,,,,
GEA Group Aktiengesellschaft (XTRA:G1A),2019.0,3691.28,,,,,
GEA Group Aktiengesellschaft (XTRA:G1A),2020.0,3403.46,,,,,
GEA Group Aktiengesellschaft (XTRA:G1A),2021.0,3327.8,,,,,
GEA Group Aktiengesellschaft (XTRA:G1A),2022.0,3618.06,,,,,
GEA Group Aktiengesellschaft (XTRA:G1A),,,3572.204285714143,3596.409285714144,3620.614285714145,3644.8192857141457,3669.0242857141466
GN Store Nord A/S (CPSE:GN),2016.0,461.8,,,,,
GN Store Nord A/S (CPSE:GN),2017.0,508.26,,,,,
GN Store Nord A/S (CPSE:GN),2018.0,573.06,,,,,
GN Store Nord A/S (CPSE:GN),2019.0,709.32,,,,,
GN Store Nord A/S (CPSE:GN),2020.0,875.43,,,,,
GN Store Nord A/S (CPSE:GN),2021.0,1007.86,,,,,
GN Store Nord A/S (CPSE:GN),2022.0,1321.88,,,,,
GN Store Nord A/S (CPSE:GN),,,1334.2028571427895,1472.8389285713502,1611.4749999999108,1750.1110714284716,1888.7471428570325
Garmin Ltd. (NYSE:GRMN),2016.0,1357.27,,,,,
Garmin Ltd. (NYSE:GRMN),2017.0,1323.62,,,,,
Garmin Ltd. (NYSE:GRMN),2018.0,1367.73,,,,,
Garmin Ltd. (NYSE:GRMN),2019.0,1523.53,,,,,
Garmin Ltd. (NYSE:GRMN),2020.0,1705.24,,,,,
Garmin Ltd. (NYSE:GRMN),2021.0,2092.34,,,,,
Garmin Ltd. (NYSE:GRMN),2022.0,2053.51,,,,,
Garmin Ltd. (NYSE:GRMN),,,2198.129999999961,2339.6896428570917,2481.249285714223,2622.808928571354,2764.3685714284848
General Dynamics Corporation (NYSE:GD),2016.0,24896.0,,,,,
General Dynamics Corporation (NYSE:GD),2017.0,24731.0,,,,,
General Dynamics Corporation (NYSE:GD),2018.0,29536.0,,,,,
General Dynamics Corporation (NYSE:GD),2019.0,32363.0,,,,,
General Dynamics Corporation (NYSE:GD),2020.0,31600.0,,,,,
General Dynamics Corporation (NYSE:GD),2021.0,32061.0,,,,,
General Dynamics Corporation (NYSE:GD),2022.0,32785.0,,,,,
General Dynamics Corporation (NYSE:GD),,,35480.428571427234,36922.96428571287,38365.49999999851,39808.03571428414,41250.571428569776
General Electric Company (NYSE:GE),2016.0,83021.0,,,,,
General Electric Company (NYSE:GE),2017.0,71495.0,,,,,
General Electric Company (NYSE:GE),2018.0,66127.0,,,,,
General Electric Company (NYSE:GE),2019.0,64466.0,,,,,
General Electric Company (NYSE:GE),2020.0,57301.0,,,,,
General Electric Company (NYSE:GE),2021.0,53502.0,,,,,
General Electric Company (NYSE:GE),2022.0,55285.0,,,,,
General Electric Company (NYSE:GE),,,46168.14285715247,41596.0000000098,37023.857142867135,32451.71428572447,27879.5714285818
"Gree Electric Appliances, Inc. of Zhuhai (SZSE:000651)",2016.0,9966.21,,,,,
"Gree Electric Appliances, Inc. of Zhuhai (SZSE:000651)",2017.0,13633.44,,,,,
"Gree Electric Appliances, Inc. of Zhuhai (SZSE:000651)",2018.0,18925.74,,,,,
"Gree Electric Appliances, Inc. of Zhuhai (SZSE:000651)",2019.0,19649.67,,,,,
"Gree Electric Appliances, Inc. of Zhuhai (SZSE:000651)",2020.0,17000.91,,,,,
"Gree Electric Appliances, Inc. of Zhuhai (SZSE:000651)",2021.0,19511.66,,,,,
"Gree Electric Appliances, Inc. of Zhuhai (SZSE:000651)",2022.0,19194.96,,,,,
"Gree Electric Appliances, Inc. of Zhuhai (SZSE:000651)",,,22200.06428571319,23539.987857141736,24879.911428570285,26219.83499999883,27559.758571427377
HELLA GmbH & Co. KGaA (XTRA:HLE),2016.0,4907.99,,,,,
HELLA GmbH & Co. KGaA (XTRA:HLE),2017.0,5236.8,,,,,
HELLA GmbH & Co. KGaA (XTRA:HLE),2018.0,5455.04,,,,,
HELLA GmbH & Co. KGaA (XTRA:HLE),2019.0,5402.25,,,,,
HELLA GmbH & Co. KGaA (XTRA:HLE),2020.0,4683.96,,,,,
HELLA GmbH & Co. KGaA (XTRA:HLE),2021.0,5092.8,,,,,
HELLA GmbH & Co. KGaA (XTRA:HLE),2022.0,6842.51,,,,,
HELLA GmbH & Co. KGaA (XTRA:HLE),,,6052.261428571858,6221.707142857561,6391.152857143265,6560.598571428967,6730.044285714671
HL Mando Corporation (KOSE:A204320),2016.0,3719.72,,,,,
HL Mando Corporation (KOSE:A204320),2017.0,3720.44,,,,,
HL Mando Corporation (KOSE:A204320),2018.0,3667.42,,,,,
HL Mando Corporation (KOSE:A204320),2019.0,3820.87,,,,,
HL Mando Corporation (KOSE:A204320),2020.0,3633.56,,,,,
HL Mando Corporation (KOSE:A204320),2021.0,3894.19,,,,,
HL Mando Corporation (KOSE:A204320),2022.0,4831.99,,,,,
HL Mando Corporation (KOSE:A204320),,,4419.805714285878,4550.1789285715795,4680.552142857282,4810.925357142984,4941.298571428685
"HORIBA, Ltd. (TSE:6856)",2016.0,672.82,,,,,
"HORIBA, Ltd. (TSE:6856)",2017.0,751.72,,,,,
"HORIBA, Ltd. (TSE:6856)",2018.0,808.88,,,,,
"HORIBA, Ltd. (TSE:6856)",2019.0,788.72,,,,,
"HORIBA, Ltd. (TSE:6856)",2020.0,741.94,,,,,
"HORIBA, Ltd. (TSE:6856)",2021.0,879.02,,,,,
"HORIBA, Ltd. (TSE:6856)",2022.0,1029.01,,,,,
"HORIBA, Ltd. (TSE:6856)",,,989.7628571428667,1034.628214285721,1079.4935714285755,1124.35892857143,1169.2242857142844
HP Inc. (NYSE:HPQ),2016.0,39715.0,,,,,
HP Inc. (NYSE:HPQ),2017.0,43977.0,,,,,
HP Inc. (NYSE:HPQ),2018.0,47966.0,,,,,
HP Inc. (NYSE:HPQ),2019.0,47234.0,,,,,
HP Inc. (NYSE:HPQ),2020.0,46778.0,,,,,
HP Inc. (NYSE:HPQ),2021.0,51391.0,,,,,
HP Inc. (NYSE:HPQ),2022.0,48024.0,,,,,
HP Inc. (NYSE:HPQ),,,51950.28571428105,53327.67857142388,54705.0714285667,56082.464285709524,57459.85714285235
HTC Corporation (TWSE:2498),2016.0,2122.76,,,,,
HTC Corporation (TWSE:2498),2017.0,1877.32,,,,,
HTC Corporation (TWSE:2498),2018.0,717.37,,,,,
HTC Corporation (TWSE:2498),2019.0,246.69,,,,,
HTC Corporation (TWSE:2498),2020.0,130.99,,,,,
HTC Corporation (TWSE:2498),2021.0,111.73,,,,,
HTC Corporation (TWSE:2498),2022.0,82.74,,,,,
HTC Corporation (TWSE:2498),,,-706.8599999997368,-1072.4892857140053,-1438.1185714282738,-1803.7478571425422,-2169.3771428568107
"Hangzhou Hikvision Digital Technology Co., Ltd. (SZSE:002415)",2016.0,2557.37,,,,,
"Hangzhou Hikvision Digital Technology Co., Ltd. (SZSE:002415)",2017.0,3230.78,,,,,
"Hangzhou Hikvision Digital Technology Co., Ltd. (SZSE:002415)",2018.0,3789.67,,,,,
"Hangzhou Hikvision Digital Technology Co., Ltd. (SZSE:002415)",2019.0,4285.08,,,,,
"Hangzhou Hikvision Digital Technology Co., Ltd. (SZSE:002415)",2020.0,4692.67,,,,,
"Hangzhou Hikvision Digital Technology Co., Ltd. (SZSE:002415)",2021.0,6257.64,,,,,
"Hangzhou Hikvision Digital Technology Co., Ltd. (SZSE:002415)",2022.0,6627.65,,,,,
"Hangzhou Hikvision Digital Technology Co., Ltd. (SZSE:002415)",,,7229.774285713976,7914.329999999644,8598.885714285314,9283.441428570983,9967.997142856651
HannStar Display Corporation (TWSE:6116),2016.0,523.22,,,,,
HannStar Display Corporation (TWSE:6116),2017.0,466.33,,,,,
HannStar Display Corporation (TWSE:6116),2018.0,416.14,,,,,
HannStar Display Corporation (TWSE:6116),2019.0,441.83,,,,,
HannStar Display Corporation (TWSE:6116),2020.0,475.14,,,,,
HannStar Display Corporation (TWSE:6116),2021.0,555.26,,,,,
HannStar Display Corporation (TWSE:6116),2022.0,507.6,,,,,
HannStar Display Corporation (TWSE:6116),,,510.78857142855065,517.5742857142633,524.3599999999759,531.1457142856885,537.9314285714012
Hanwha Corporation (KOSE:A000880),2016.0,31924.18,,,,,
Hanwha Corporation (KOSE:A000880),2017.0,34053.49,,,,,
Hanwha Corporation (KOSE:A000880),2018.0,32984.24,,,,,
Hanwha Corporation (KOSE:A000880),2019.0,34600.94,,,,,
Hanwha Corporation (KOSE:A000880),2020.0,34723.75,,,,,
Hanwha Corporation (KOSE:A000880),2021.0,34951.12,,,,,
Hanwha Corporation (KOSE:A000880),2022.0,41798.26,,,,,
Hanwha Corporation (KOSE:A000880),,,39741.85571428429,40926.03464285564,42110.21357142698,43294.39249999833,44478.571428569674
Heidelberg Materials AG (XTRA:HEI),2016.0,6298.89,,,,,
Heidelberg Materials AG (XTRA:HEI),2017.0,7154.8,,,,,
Heidelberg Materials AG (XTRA:HEI),2018.0,7873.21,,,,,
Heidelberg Materials AG (XTRA:HEI),2019.0,7977.82,,,,,
Heidelberg Materials AG (XTRA:HEI),2020.0,6937.4,,,,,
Heidelberg Materials AG (XTRA:HEI),2021.0,7680.21,,,,,
Heidelberg Materials AG (XTRA:HEI),2022.0,9216.87,,,,,
Heidelberg Materials AG (XTRA:HEI),,,8858.307142856942,9175.055357142644,9491.803571428347,9808.551785714048,10125.29999999975
Hewlett Packard Enterprise Company (NYSE:HPE),2016.0,19538.0,,,,,
Hewlett Packard Enterprise Company (NYSE:HPE),2017.0,20726.0,,,,,
Hewlett Packard Enterprise Company (NYSE:HPE),2018.0,21040.0,,,,,
Hewlett Packard Enterprise Company (NYSE:HPE),2019.0,18785.0,,,,,
Hewlett Packard Enterprise Company (NYSE:HPE),2020.0,18154.0,,,,,
Hewlett Packard Enterprise Company (NYSE:HPE),2021.0,18281.0,,,,,
Hewlett Packard Enterprise Company (NYSE:HPE),2022.0,19182.0,,,,,
Hewlett Packard Enterprise Company (NYSE:HPE),,,18123.14285714185,17807.285714284746,17491.42857142764,17175.571428570536,16859.714285713428
"Hitachi, Ltd. (TSE:6501)",2016.0,46374.2,,,,,
"Hitachi, Ltd. (TSE:6501)",2017.0,46015.75,,,,,
"Hitachi, Ltd. (TSE:6501)",2018.0,46385.29,,,,,
"Hitachi, Ltd. (TSE:6501)",2019.0,44576.25,,,,,
"Hitachi, Ltd. (TSE:6501)",2020.0,41693.07,,,,,
"Hitachi, Ltd. (TSE:6501)",2021.0,51055.13,,,,,
"Hitachi, Ltd. (TSE:6501)",2022.0,55639.5,,,,,
"Hitachi, Ltd. (TSE:6501)",,,52131.66142857207,53316.74857142909,54501.835714286106,55686.92285714312,56872.01000000014
Honeywell International Inc. (NasdaqGS:HON),2016.0,27677.0,,,,,
Honeywell International Inc. (NasdaqGS:HON),2017.0,28144.0,,,,,
Honeywell International Inc. (NasdaqGS:HON),2018.0,29046.0,,,,,
Honeywell International Inc. (NasdaqGS:HON),2019.0,24339.0,,,,,
Honeywell International Inc. (NasdaqGS:HON),2020.0,22169.0,,,,,
Honeywell International Inc. (NasdaqGS:HON),2021.0,23394.0,,,,,
Honeywell International Inc. (NasdaqGS:HON),2022.0,23825.0,,,,,
Honeywell International Inc. (NasdaqGS:HON),,,21523.000000001175,20525.392857144114,19527.785714287053,18530.17857142999,17532.571428572926
"Humax Co., Ltd. (KOSDAQ:A115160)",2016.0,808.36,,,,,
"Humax Co., Ltd. (KOSDAQ:A115160)",2017.0,992.41,,,,,
"Humax Co., Ltd. (KOSDAQ:A115160)",2018.0,914.78,,,,,
"Humax Co., Ltd. (KOSDAQ:A115160)",2019.0,635.63,,,,,
"Humax Co., Ltd. (KOSDAQ:A115160)",2020.0,516.61,,,,,
"Humax Co., Ltd. (KOSDAQ:A115160)",2021.0,411.1,,,,,
"Humax Co., Ltd. (KOSDAQ:A115160)",2022.0,420.99,,,,,
"Humax Co., Ltd. (KOSDAQ:A115160)",,,282.4257142858145,185.1792857143953,87.93285714297608,-9.31357142844314,-106.55999999986236
"Hyundai Mobis Co.,Ltd (KOSE:A012330)",2016.0,24450.0,,,,,
"Hyundai Mobis Co.,Ltd (KOSE:A012330)",2017.0,22754.18,,,,,
"Hyundai Mobis Co.,Ltd (KOSE:A012330)",2018.0,22678.7,,,,,
"Hyundai Mobis Co.,Ltd (KOSE:A012330)",2019.0,24337.87,,,,,
"Hyundai Mobis Co.,Ltd (KOSE:A012330)",2020.0,23672.44,,,,,
"Hyundai Mobis Co.,Ltd (KOSE:A012330)",2021.0,27020.88,,,,,
"Hyundai Mobis Co.,Ltd (KOSE:A012330)",2022.0,34052.03,,,,,
"Hyundai Mobis Co.,Ltd (KOSE:A012330)",,,31042.76142857333,32411.805357144607,33780.84928571589,35149.89321428717,36518.93714285845
ITT Inc. (NYSE:ITT),2016.0,1644.5,,,,,
ITT Inc. (NYSE:ITT),2017.0,1765.4,,,,,
ITT Inc. (NYSE:ITT),2018.0,1857.9,,,,,
ITT Inc. (NYSE:ITT),2019.0,1936.3,,,,,
ITT Inc. (NYSE:ITT),2020.0,1695.6,,,,,
ITT Inc. (NYSE:ITT),2021.0,1865.5,,,,,
ITT Inc. (NYSE:ITT),2022.0,2064.8,,,,,
ITT Inc. (NYSE:ITT),,,2018.399999999965,2064.7857142856774,2111.1714285713897,2157.5571428571025,2203.942857142815
Ingersoll Rand Inc. (NYSE:IR),2016.0,1222.7,,,,,
Ingersoll Rand Inc. (NYSE:IR),2017.0,1477.5,,,,,
Ingersoll Rand Inc. (NYSE:IR),2018.0,1677.3,,,,,
Ingersoll Rand Inc. (NYSE:IR),2019.0,1239.2,,,,,
Ingersoll Rand Inc. (NYSE:IR),2020.0,2568.3,,,,,
Ingersoll Rand Inc. (NYSE:IR),2021.0,3163.9,,,,,
Ingersoll Rand Inc. (NYSE:IR),2022.0,3590.7,,,,,
Ingersoll Rand Inc. (NYSE:IR),,,3758.199999999864,4164.192857142689,4570.185714285515,4976.178571428341,5382.171428571166
Inspur Digital Enterprise Technology Limited (SEHK:596),2016.0,104.98,,,,,
Inspur Digital Enterprise Technology Limited (SEHK:596),2017.0,162.15,,,,,
Inspur Digital Enterprise Technology Limited (SEHK:596),2018.0,192.29,,,,,
Inspur Digital Enterprise Technology Limited (SEHK:596),2019.0,238.23,,,,,
Inspur Digital Enterprise Technology Limited (SEHK:596),2020.0,231.03,,,,,
Inspur Digital Enterprise Technology Limited (SEHK:596),2021.0,303.5,,,,,
Inspur Digital Enterprise Technology Limited (SEHK:596),2022.0,755.52,,,,,
Inspur Digital Enterprise Technology Limited (SEHK:596),,,608.6799999999623,689.8607142856702,771.041428571378,852.2221428570858,933.4028571427938
