Company,Year,Value
"Motorola Solutions, Inc. (NYSE:MSI)",2024,19869.99999999965
"Motorola Solutions, Inc. (NYSE:MSI)",2025,20131.14285714249
"Motorola Solutions, Inc. (NYSE:MSI)",2026,20392.28571428533
"Motorola Solutions, Inc. (NYSE:MSI)",2027,20653.428571428172
Bayer Aktiengesellschaft (XTRA:BAYN),2016,12036.07
Bayer Aktiengesellschaft (XTRA:BAYN),2017,11903.45
Bayer Aktiengesellschaft (XTRA:BAYN),2018,13866.31
Bayer Aktiengesellschaft (XTRA:BAYN),2019,17424.93
Bayer Aktiengesellschaft (XTRA:BAYN),2020,16686.47
Bayer Aktiengesellschaft (XTRA:BAYN),2021,18084.88
Bayer Aktiengesellschaft (XTRA:BAYN),2022,20038.2
Bayer Aktiengesellschaft (XTRA:BAYN),2023,2841.574285714072
Bayer Aktiengesellschaft (XTRA:BAYN),2024,3210.8182142854203
Bayer Aktiengesellschaft (XTRA:BAYN),2025,3580.0621428568847
Bayer Aktiengesellschaft (XTRA:BAYN),2026,3949.306071428233
Bayer Aktiengesellschaft (XTRA:BAYN),2027,4318.549999999697
Xerox Holdings Corporation (NasdaqGS:XRX),2016,6338.0
Xerox Holdings Corporation (NasdaqGS:XRX),2017,5787.0
Xerox Holdings Corporation (NasdaqGS:XRX),2018,5661.0
Xerox Holdings Corporation (NasdaqGS:XRX),2019,5285.0
Xerox Holdings Corporation (NasdaqGS:XRX),2020,4349.0
Xerox Holdings Corporation (NasdaqGS:XRX),2021,4544.0
Xerox Holdings Corporation (NasdaqGS:XRX),2022,4681.0
Xerox Holdings Corporation (NasdaqGS:XRX),2023,7408.25142857153
Xerox Holdings Corporation (NasdaqGS:XRX),2024,8102.408214285737
Xerox Holdings Corporation (NasdaqGS:XRX),2025,8796.564999999944
Xerox Holdings Corporation (NasdaqGS:XRX),2026,9490.721785714151
Xerox Holdings Corporation (NasdaqGS:XRX),2027,10184.878571428359
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2016,793.82
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2017,831.29
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2018,904.34
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2019,778.23
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2020,718.56
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2021,904.25
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2022,868.82
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2023,29239.96999999974
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2024,28550.455357142724
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2025,27860.94071428571
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2026,27171.426071428694
"Elitegroup Computer Systems Co.,Ltd. (TWSE:2331)",2027,26481.91142857168
HP Inc. (NYSE:HPQ),2016,39715.0
HP Inc. (NYSE:HPQ),2017,43977.0
HP Inc. (NYSE:HPQ),2018,47966.0
HP Inc. (NYSE:HPQ),2019,47234.0
HP Inc. (NYSE:HPQ),2020,46778.0
HP Inc. (NYSE:HPQ),2021,51391.0
HP Inc. (NYSE:HPQ),2022,48024.0
HP Inc. (NYSE:HPQ),2023,-234.28285714285448
HP Inc. (NYSE:HPQ),2024,-364.81357142853085
HP Inc. (NYSE:HPQ),2025,-495.3442857142654
HP Inc. (NYSE:HPQ),2026,-625.8749999999418
HP Inc. (NYSE:HPQ),2027,-756.4057142856764
International Business Machines Corporation (NYSE:IBM),2016,40358.0
International Business Machines Corporation (NYSE:IBM),2017,40986.0
International Business Machines Corporation (NYSE:IBM),2018,41522.0
International Business Machines Corporation (NYSE:IBM),2019,25476.0
International Business Machines Corporation (NYSE:IBM),2020,23737.0
International Business Machines Corporation (NYSE:IBM),2021,25331.0
International Business Machines Corporation (NYSE:IBM),2022,27436.0
International Business Machines Corporation (NYSE:IBM),2023,34796.3585714302
International Business Machines Corporation (NYSE:IBM),2024,36088.692142858636
International Business Machines Corporation (NYSE:IBM),2025,37381.02571428707
International Business Machines Corporation (NYSE:IBM),2026,38673.3592857155
International Business Machines Corporation (NYSE:IBM),2027,39965.6928571444
Spectris plc (LSE:SXS),2016,699.76
Spectris plc (LSE:SXS),2017,799.08
Spectris plc (LSE:SXS),2018,846.07
Spectris plc (LSE:SXS),2019,871.57
Spectris plc (LSE:SXS),2020,728.29
Spectris plc (LSE:SXS),2021,591.94
Spectris plc (LSE:SXS),2022,700.12
Spectris plc (LSE:SXS),2023,16068.315714285243
Spectris plc (LSE:SXS),2024,17195.35892857099
Spectris plc (LSE:SXS),2025,18322.40214285627
Spectris plc (LSE:SXS),2026,19449.445357142016
Spectris plc (LSE:SXS),2027,20576.488571427763
Atos SE (ENXTPA:ATO),2016,11153.63
Atos SE (ENXTPA:ATO),2017,10750.13
Atos SE (ENXTPA:ATO),2018,9938.46
Atos SE (ENXTPA:ATO),2019,11021.75
Atos SE (ENXTPA:ATO),2020,10789.39
Atos SE (ENXTPA:ATO),2021,11092.84
Atos SE (ENXTPA:ATO),2022,11660.48
Atos SE (ENXTPA:ATO),2023,12670.814285713946
Atos SE (ENXTPA:ATO),2024,13584.914285713807
Atos SE (ENXTPA:ATO),2025,14499.014285713667
Atos SE (ENXTPA:ATO),2026,15413.11428571376
Atos SE (ENXTPA:ATO),2027,16327.21428571362
Johnson & Johnson (NYSE:JNJ),2016,21789.0
Johnson & Johnson (NYSE:JNJ),2017,25439.0
Johnson & Johnson (NYSE:JNJ),2018,27091.0
Johnson & Johnson (NYSE:JNJ),2019,27556.0
Johnson & Johnson (NYSE:JNJ),2020,28427.0
Johnson & Johnson (NYSE:JNJ),2021,29855.0
Johnson & Johnson (NYSE:JNJ),2022,30989.0
Johnson & Johnson (NYSE:JNJ),2023,6013.188571428414
Johnson & Johnson (NYSE:JNJ),2024,6482.883214285597
Johnson & Johnson (NYSE:JNJ),2025,6952.577857142664
Johnson & Johnson (NYSE:JNJ),2026,7422.272499999846
Johnson & Johnson (NYSE:JNJ),2027,7891.967142856913
"Hitachi, Ltd. (TSE:6501)",2016,46374.2
"Hitachi, Ltd. (TSE:6501)",2017,46015.75
"Hitachi, Ltd. (TSE:6501)",2018,46385.29
"Hitachi, Ltd. (TSE:6501)",2019,44576.25
"Hitachi, Ltd. (TSE:6501)",2020,41693.07
"Hitachi, Ltd. (TSE:6501)",2021,51055.13
"Hitachi, Ltd. (TSE:6501)",2022,55639.5
"Hitachi, Ltd. (TSE:6501)",2023,36201.39999999851
"Hitachi, Ltd. (TSE:6501)",2024,38742.3071428556
"Hitachi, Ltd. (TSE:6501)",2025,41283.21428571176
"Hitachi, Ltd. (TSE:6501)",2026,43824.12142856885
"Hitachi, Ltd. (TSE:6501)",2027,46365.02857142594
"Agilent Technologies, Inc. (NYSE:A)",2016,2007.0
"Agilent Technologies, Inc. (NYSE:A)",2017,2111.0
"Agilent Technologies, Inc. (NYSE:A)",2018,2270.0
"Agilent Technologies, Inc. (NYSE:A)",2019,2415.0
"Agilent Technologies, Inc. (NYSE:A)",2020,2578.0
"Agilent Technologies, Inc. (NYSE:A)",2021,2966.0
"Agilent Technologies, Inc. (NYSE:A)",2022,3150.0
"Agilent Technologies, Inc. (NYSE:A)",2023,85455.85714285634
"Agilent Technologies, Inc. (NYSE:A)",2024,90322.21428571269
"Agilent Technologies, Inc. (NYSE:A)",2025,95188.57142856903
"Agilent Technologies, Inc. (NYSE:A)",2026,100054.92857142538
"Agilent Technologies, Inc. (NYSE:A)",2027,104921.28571428359
RTX Corporation (NYSE:RTX),2016,41471.0
RTX Corporation (NYSE:RTX),2017,44201.0
RTX Corporation (NYSE:RTX),2018,27465.0
RTX Corporation (NYSE:RTX),2019,34417.0
RTX Corporation (NYSE:RTX),2020,48056.0
RTX Corporation (NYSE:RTX),2021,51897.0
RTX Corporation (NYSE:RTX),2022,53406.0
RTX Corporation (NYSE:RTX),2023,8295.188571428414
RTX Corporation (NYSE:RTX),2024,8848.574999999953
RTX Corporation (NYSE:RTX),2025,9401.96142857126
RTX Corporation (NYSE:RTX),2026,9955.347857142566
RTX Corporation (NYSE:RTX),2027,10508.734285714105
NCR Voyix Corporation (NYSE:VYX),2016,4721.0
NCR Voyix Corporation (NYSE:VYX),2017,4650.0
NCR Voyix Corporation (NYSE:VYX),2018,4628.0
NCR Voyix Corporation (NYSE:VYX),2019,4994.0
NCR Voyix Corporation (NYSE:VYX),2020,4683.0
NCR Voyix Corporation (NYSE:VYX),2021,5224.0
NCR Voyix Corporation (NYSE:VYX),2022,5949.0
NCR Voyix Corporation (NYSE:VYX),2023,2830.0285714285274
NCR Voyix Corporation (NYSE:VYX),2024,2776.3428571428376
NCR Voyix Corporation (NYSE:VYX),2025,2722.657142857148
NCR Voyix Corporation (NYSE:VYX),2026,2668.9714285714435
NCR Voyix Corporation (NYSE:VYX),2027,2615.285714285754
Dover Corporation (NYSE:DOV),2016,3810.34
Dover Corporation (NYSE:DOV),2017,4275.18
Dover Corporation (NYSE:DOV),2018,4415.64
Dover Corporation (NYSE:DOV),2019,4506.55
Dover Corporation (NYSE:DOV),2020,4190.85
Dover Corporation (NYSE:DOV),2021,4924.4
Dover Corporation (NYSE:DOV),2022,5437.68
Dover Corporation (NYSE:DOV),2023,67.31857142857132
Dover Corporation (NYSE:DOV),2024,67.06857142857172
Dover Corporation (NYSE:DOV),2025,66.81857142857211
Dover Corporation (NYSE:DOV),2026,66.56857142857245
Dover Corporation (NYSE:DOV),2027,66.31857142857285
Eaton Corporation plc (NYSE:ETN),2016,13392.0
Eaton Corporation plc (NYSE:ETN),2017,13756.0
Eaton Corporation plc (NYSE:ETN),2018,14511.0
Eaton Corporation plc (NYSE:ETN),2019,14338.0
Eaton Corporation plc (NYSE:ETN),2020,12408.0
Eaton Corporation plc (NYSE:ETN),2021,13293.0
Eaton Corporation plc (NYSE:ETN),2022,13865.0
Eaton Corporation plc (NYSE:ETN),2023,5359.47285714274
Eaton Corporation plc (NYSE:ETN),2024,5572.175357142754
Eaton Corporation plc (NYSE:ETN),2025,5784.87785714271
Eaton Corporation plc (NYSE:ETN),2026,5997.580357142724
Eaton Corporation plc (NYSE:ETN),2027,6210.28285714268
General Electric Company (NYSE:GE),2016,83021.0
General Electric Company (NYSE:GE),2017,71495.0
General Electric Company (NYSE:GE),2018,66127.0
General Electric Company (NYSE:GE),2019,64466.0
General Electric Company (NYSE:GE),2020,57301.0
General Electric Company (NYSE:GE),2021,53502.0
General Electric Company (NYSE:GE),2022,55285.0
General Electric Company (NYSE:GE),2023,13421.857142857072
General Electric Company (NYSE:GE),2024,13364.357142857087
General Electric Company (NYSE:GE),2025,13306.857142857087
General Electric Company (NYSE:GE),2026,13249.357142857101
General Electric Company (NYSE:GE),2027,13191.857142857116
"L3Harris Technologies, Inc. (NYSE:LHX)",2016,3831.0
"L3Harris Technologies, Inc. (NYSE:LHX)",2017,3858.0
"L3Harris Technologies, Inc. (NYSE:LHX)",2018,4095.0
"L3Harris Technologies, Inc. (NYSE:LHX)",2019,13168.0
"L3Harris Technologies, Inc. (NYSE:LHX)",2020,12886.0
"L3Harris Technologies, Inc. (NYSE:LHX)",2021,12438.0
"L3Harris Technologies, Inc. (NYSE:LHX)",2022,12135.0
"L3Harris Technologies, Inc. (NYSE:LHX)",2023,4506.127142857062
"L3Harris Technologies, Inc. (NYSE:LHX)",2024,4842.505714285653
"L3Harris Technologies, Inc. (NYSE:LHX)",2025,5178.8842857142445
"L3Harris Technologies, Inc. (NYSE:LHX)",2026,5515.262857142719
"L3Harris Technologies, Inc. (NYSE:LHX)",2027,5851.641428571311
Koninklijke Philips N.V. (ENXTAM:PHIA),2016,10035.01
Koninklijke Philips N.V. (ENXTAM:PHIA),2017,10100.8
Koninklijke Philips N.V. (ENXTAM:PHIA),2018,10038.2
Koninklijke Philips N.V. (ENXTAM:PHIA),2019,9760.21
Koninklijke Philips N.V. (ENXTAM:PHIA),2020,9974.54
Koninklijke Philips N.V. (ENXTAM:PHIA),2021,10538.99
Koninklijke Philips N.V. (ENXTAM:PHIA),2022,11281.7
Koninklijke Philips N.V. (ENXTAM:PHIA),2023,854.9214285714443
Koninklijke Philips N.V. (ENXTAM:PHIA),2024,861.5335714285866
Koninklijke Philips N.V. (ENXTAM:PHIA),2025,868.1457142857289
Koninklijke Philips N.V. (ENXTAM:PHIA),2026,874.7578571428712
Koninklijke Philips N.V. (ENXTAM:PHIA),2027,881.3700000000154
Canon Inc. (TSE:7751),2016,11596.96
Canon Inc. (TSE:7751),2017,14010.72
Canon Inc. (TSE:7751),2018,14191.25
Canon Inc. (TSE:7751),2019,13298.64
Canon Inc. (TSE:7751),2020,11964.99
Canon Inc. (TSE:7751),2021,12643.51
Canon Inc. (TSE:7751),2022,14776.15
Canon Inc. (TSE:7751),2023,3845.3728571427055
Canon Inc. (TSE:7751),2024,4004.677142856992
Canon Inc. (TSE:7751),2025,4163.981428571278
Canon Inc. (TSE:7751),2026,4323.285714285506
Canon Inc. (TSE:7751),2027,4482.589999999793
Belden Inc. (NYSE:BDC),2016,1361.15
Belden Inc. (NYSE:BDC),2017,1245.45
Belden Inc. (NYSE:BDC),2018,1317.83
Belden Inc. (NYSE:BDC),2019,1333.76
Belden Inc. (NYSE:BDC),2020,1175.86
Belden Inc. (NYSE:BDC),2021,1518.62
Belden Inc. (NYSE:BDC),2022,1680.14
Belden Inc. (NYSE:BDC),2023,11491.999999999884
Belden Inc. (NYSE:BDC),2024,11890.035714285565
Belden Inc. (NYSE:BDC),2025,12288.071428571246
Belden Inc. (NYSE:BDC),2026,12686.107142856927
Belden Inc. (NYSE:BDC),2027,13084.142857142608
Sharp Corporation (TSE:6753),2016,11829.04
Sharp Corporation (TSE:6753),2017,13130.54
Sharp Corporation (TSE:6753),2018,13161.12
Sharp Corporation (TSE:6753),2019,12984.38
Sharp Corporation (TSE:6753),2020,13059.67
Sharp Corporation (TSE:6753),2021,13836.56
Sharp Corporation (TSE:6753),2022,14680.27
Sharp Corporation (TSE:6753),2023,977.7714285714028
Sharp Corporation (TSE:6753),2024,1031.557857142834
Sharp Corporation (TSE:6753),2025,1085.3442857142509
Sharp Corporation (TSE:6753),2026,1139.1307142856822
Sharp Corporation (TSE:6753),2027,1192.917142857099
Visteon Corporation (NasdaqGS:VC),2016,2705.0
Visteon Corporation (NasdaqGS:VC),2017,2655.0
Visteon Corporation (NasdaqGS:VC),2018,2573.0
Visteon Corporation (NasdaqGS:VC),2019,2621.0
Visteon Corporation (NasdaqGS:VC),2020,2303.0
Visteon Corporation (NasdaqGS:VC),2021,2519.0
Visteon Corporation (NasdaqGS:VC),2022,3388.0
Visteon Corporation (NasdaqGS:VC),2023,10335.375714285707
Visteon Corporation (NasdaqGS:VC),2024,10498.163571428566
Visteon Corporation (NasdaqGS:VC),2025,10660.951428571367
Visteon Corporation (NasdaqGS:VC),2026,10823.739285714226
Visteon Corporation (NasdaqGS:VC),2027,10986.527142857085
Abbott Laboratories (NYSE:ABT),2016,9085.0
Abbott Laboratories (NYSE:ABT),2017,11490.0
Abbott Laboratories (NYSE:ABT),2018,12696.0
Abbott Laboratories (NYSE:ABT),2019,13231.0
Abbott Laboratories (NYSE:ABT),2020,14855.0
Abbott Laboratories (NYSE:ABT),2021,18066.0
Abbott Laboratories (NYSE:ABT),2022,19074.0
Abbott Laboratories (NYSE:ABT),2023,3167.394285714254
Abbott Laboratories (NYSE:ABT),2024,3325.7299999999814
Abbott Laboratories (NYSE:ABT),2025,3484.0657142856508
Abbott Laboratories (NYSE:ABT),2026,3642.4014285713783
Abbott Laboratories (NYSE:ABT),2027,3800.737142857106
"Applied Materials, Inc. (NasdaqGS:AMAT)",2016,6807.0
"Applied Materials, Inc. (NasdaqGS:AMAT)",2017,8437.0
"Applied Materials, Inc. (NasdaqGS:AMAT)",2018,9011.0
"Applied Materials, Inc. (NasdaqGS:AMAT)",2019,8438.0
"Applied Materials, Inc. (NasdaqGS:AMAT)",2020,9984.0
"Applied Materials, Inc. (NasdaqGS:AMAT)",2021,12648.0
"Applied Materials, Inc. (NasdaqGS:AMAT)",2022,14074.0
"Applied Materials, Inc. (NasdaqGS:AMAT)",2023,2523.3914285713763
"Applied Materials, Inc. (NasdaqGS:AMAT)",2024,2500.01714285709
"Applied Materials, Inc. (NasdaqGS:AMAT)",2025,2476.642857142804
"Applied Materials, Inc. (NasdaqGS:AMAT)",2026,2453.268571428518
"Applied Materials, Inc. (NasdaqGS:AMAT)",2027,2429.894285714232
VOXX International Corporation (NasdaqGS:VOXX),2016,404.43
VOXX International Corporation (NasdaqGS:VOXX),2017,373.7
VOXX International Corporation (NasdaqGS:VOXX),2018,331.72
VOXX International Corporation (NasdaqGS:VOXX),2019,296.27
VOXX International Corporation (NasdaqGS:VOXX),2020,357.45
VOXX International Corporation (NasdaqGS:VOXX),2021,466.61
VOXX International Corporation (NasdaqGS:VOXX),2022,417.85
VOXX International Corporation (NasdaqGS:VOXX),2023,2068.771428571519
VOXX International Corporation (NasdaqGS:VOXX),2024,2017.2892857143743
VOXX International Corporation (NasdaqGS:VOXX),2025,1965.8071428572293
VOXX International Corporation (NasdaqGS:VOXX),2026,1914.3250000000844
VOXX International Corporation (NasdaqGS:VOXX),2027,1862.8428571429395
Baxter International Inc. (NYSE:BAX),2016,5857.0
Baxter International Inc. (NYSE:BAX),2017,5999.0
Baxter International Inc. (NYSE:BAX),2018,6288.0
Baxter International Inc. (NYSE:BAX),2019,6541.0
Baxter International Inc. (NYSE:BAX),2020,7038.0
Baxter International Inc. (NYSE:BAX),2021,7534.0
Baxter International Inc. (NYSE:BAX),2022,9082.0
Baxter International Inc. (NYSE:BAX),2023,18637.01857142814
Baxter International Inc. (NYSE:BAX),2024,19086.254285713774
Baxter International Inc. (NYSE:BAX),2025,19535.48999999941
Baxter International Inc. (NYSE:BAX),2026,19984.725714285043
Baxter International Inc. (NYSE:BAX),2027,20433.961428570678
Danaher Corporation (NYSE:DHR),2016,7522.4
Danaher Corporation (NYSE:DHR),2017,6947.5
Danaher Corporation (NYSE:DHR),2018,7544.0
Danaher Corporation (NYSE:DHR),2019,7927.0
Danaher Corporation (NYSE:DHR),2020,9241.0
Danaher Corporation (NYSE:DHR),2021,11397.0
Danaher Corporation (NYSE:DHR),2022,12522.0
Danaher Corporation (NYSE:DHR),2023,14705.844285713742
Danaher Corporation (NYSE:DHR),2024,15156.037857142277
Danaher Corporation (NYSE:DHR),2025,15606.231428570813
Danaher Corporation (NYSE:DHR),2026,16056.424999999348
Danaher Corporation (NYSE:DHR),2027,16506.618571427884
Dell Technologies Inc. (NYSE:DELL),2016,48472.0
Dell Technologies Inc. (NYSE:DELL),2017,58479.0
Dell Technologies Inc. (NYSE:DELL),2018,65355.0
Dell Technologies Inc. (NYSE:DELL),2019,64176.0
Dell Technologies Inc. (NYSE:DELL),2020,66530.0
Dell Technologies Inc. (NYSE:DELL),2021,79306.0
Dell Technologies Inc. (NYSE:DELL),2022,79615.0
Dell Technologies Inc. (NYSE:DELL),2023,4759.548571428517
Dell Technologies Inc. (NYSE:DELL),2024,4830.856785714219
Dell Technologies Inc. (NYSE:DELL),2025,4902.164999999921
Dell Technologies Inc. (NYSE:DELL),2026,4973.473214285652
Dell Technologies Inc. (NYSE:DELL),2027,5044.781428571354
Deere & Company (NYSE:DE),2016,18177.3
Deere & Company (NYSE:DE),2017,20758.6
Deere & Company (NYSE:DE),2018,26298.5
Deere & Company (NYSE:DE),2019,26393.0
Deere & Company (NYSE:DE),2020,24177.0
Deere & Company (NYSE:DE),2021,30064.0
Deere & Company (NYSE:DE),2022,36396.0
Deere & Company (NYSE:DE),2023,15276.561428572051
Deere & Company (NYSE:DE),2024,14389.680357143516
Deere & Company (NYSE:DE),2025,13502.79928571498
Deere & Company (NYSE:DE),2026,12615.918214286445
Deere & Company (NYSE:DE),2027,11729.03714285791
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2016,2450.5
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2017,3580.3
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2018,3576.7
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2019,3331.9
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2020,2845.0
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2021,2846.4
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2022,2682.6
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2023,3572.2042857141714
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2024,3596.409285714173
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2025,3620.614285714175
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2026,3644.8192857141767
"Diebold Nixdorf, Incorporated (NYSE:DBD)",2027,3669.024285714171
Flowserve Corporation (NYSE:FLS),2016,2753.69
Flowserve Corporation (NYSE:FLS),2017,2571.88
Flowserve Corporation (NYSE:FLS),2018,2644.83
Flowserve Corporation (NYSE:FLS),2019,2650.35
Flowserve Corporation (NYSE:FLS),2020,2611.37
Flowserve Corporation (NYSE:FLS),2021,2474.49
Flowserve Corporation (NYSE:FLS),2022,2611.61
Flowserve Corporation (NYSE:FLS),2023,1334.2028571428382
Flowserve Corporation (NYSE:FLS),2024,1472.8389285714366
Flowserve Corporation (NYSE:FLS),2025,1611.4749999999767
Flowserve Corporation (NYSE:FLS),2026,1750.1110714285169
Flowserve Corporation (NYSE:FLS),2027,1888.7471428571153
"Revvity, Inc. (NYSE:RVTY)",2016,1100.76
"Revvity, Inc. (NYSE:RVTY)",2017,1183.23
"Revvity, Inc. (NYSE:RVTY)",2018,1437.06
"Revvity, Inc. (NYSE:RVTY)",2019,1466.03
"Revvity, Inc. (NYSE:RVTY)",2020,923.28
"Revvity, Inc. (NYSE:RVTY)",2021,1358.62
"Revvity, Inc. (NYSE:RVTY)",2022,1271.1
"Revvity, Inc. (NYSE:RVTY)",2023,2198.1299999999464
"Revvity, Inc. (NYSE:RVTY)",2024,2339.68964285712
"Revvity, Inc. (NYSE:RVTY)",2025,2481.249285714235
"Revvity, Inc. (NYSE:RVTY)",2026,2622.8089285713504
"Revvity, Inc. (NYSE:RVTY)",2027,2764.3685714284657
Emerson Electric Co. (NYSE:EMR),2016,8188.0
Emerson Electric Co. (NYSE:EMR),2017,9127.0
Emerson Electric Co. (NYSE:EMR),2018,10170.0
Emerson Electric Co. (NYSE:EMR),2019,10563.0
Emerson Electric Co. (NYSE:EMR),2020,9822.0
Emerson Electric Co. (NYSE:EMR),2021,9976.0
Emerson Electric Co. (NYSE:EMR),2022,11453.0
Emerson Electric Co. (NYSE:EMR),2023,35480.42857142724
Emerson Electric Co. (NYSE:EMR),2024,36922.96428571269
Emerson Electric Co. (NYSE:EMR),2025,38365.4999999986
Emerson Electric Co. (NYSE:EMR),2026,39808.03571428405
Emerson Electric Co. (NYSE:EMR),2027,41250.571428569965
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2016,13589.96
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2017,13645.72
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2018,12255.32
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2019,12735.4
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2020,12366.58
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2021,11770.49
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2022,14169.91
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2023,46168.14285714179
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2024,41595.99999999814
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2025,37023.857142856345
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2026,32451.71428571269
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2027,27879.571428570896
General Dynamics Corporation (NYSE:GD),2016,24896.0
General Dynamics Corporation (NYSE:GD),2017,24731.0
General Dynamics Corporation (NYSE:GD),2018,29536.0
General Dynamics Corporation (NYSE:GD),2019,32363.0
General Dynamics Corporation (NYSE:GD),2020,31600.0
General Dynamics Corporation (NYSE:GD),2021,32061.0
General Dynamics Corporation (NYSE:GD),2022,32785.0
General Dynamics Corporation (NYSE:GD),2023,22200.064285713714
General Dynamics Corporation (NYSE:GD),2024,23539.987857141998
General Dynamics Corporation (NYSE:GD),2025,24879.911428570747
General Dynamics Corporation (NYSE:GD),2026,26219.834999999497
General Dynamics Corporation (NYSE:GD),2027,27559.75857142778
"SPX Technologies, Inc. (NYSE:SPXC)",2016,1096.5
"SPX Technologies, Inc. (NYSE:SPXC)",2017,1095.6
"SPX Technologies, Inc. (NYSE:SPXC)",2018,1102.6
"SPX Technologies, Inc. (NYSE:SPXC)",2019,721.6
"SPX Technologies, Inc. (NYSE:SPXC)",2020,732.6
"SPX Technologies, Inc. (NYSE:SPXC)",2021,787.7
"SPX Technologies, Inc. (NYSE:SPXC)",2022,937.0
"SPX Technologies, Inc. (NYSE:SPXC)",2023,6052.261428571423
"SPX Technologies, Inc. (NYSE:SPXC)",2024,6221.707142857078
"SPX Technologies, Inc. (NYSE:SPXC)",2025,6391.152857142792
"SPX Technologies, Inc. (NYSE:SPXC)",2026,6560.598571428505
"SPX Technologies, Inc. (NYSE:SPXC)",2027,6730.044285714219
ITT Inc. (NYSE:ITT),2016,1644.5
ITT Inc. (NYSE:ITT),2017,1765.4
ITT Inc. (NYSE:ITT),2018,1857.9
ITT Inc. (NYSE:ITT),2019,1936.3
ITT Inc. (NYSE:ITT),2020,1695.6
ITT Inc. (NYSE:ITT),2021,1865.5
ITT Inc. (NYSE:ITT),2022,2064.8
ITT Inc. (NYSE:ITT),2023,4419.805714285583
ITT Inc. (NYSE:ITT),2024,4550.1789285712875
ITT Inc. (NYSE:ITT),2025,4680.552142856992
ITT Inc. (NYSE:ITT),2026,4810.925357142696
ITT Inc. (NYSE:ITT),2027,4941.2985714284005
Trane Technologies plc (NYSE:TT),2016,9298.1
Trane Technologies plc (NYSE:TT),2017,9764.8
Trane Technologies plc (NYSE:TT),2018,8557.3
Trane Technologies plc (NYSE:TT),2019,9048.2
Trane Technologies plc (NYSE:TT),2020,8651.3
Trane Technologies plc (NYSE:TT),2021,9666.8
Trane Technologies plc (NYSE:TT),2022,11026.9
Trane Technologies plc (NYSE:TT),2023,989.7628571428359
Trane Technologies plc (NYSE:TT),2024,1034.6282142856944
Trane Technologies plc (NYSE:TT),2025,1079.493571428553
Trane Technologies plc (NYSE:TT),2026,1124.358928571397
Trane Technologies plc (NYSE:TT),2027,1169.2242857142555
KLA Corporation (NasdaqGS:KLAC),2016,1208.21
KLA Corporation (NasdaqGS:KLAC),2017,1391.32
KLA Corporation (NasdaqGS:KLAC),2018,1535.57
KLA Corporation (NasdaqGS:KLAC),2019,2317.59
KLA Corporation (NasdaqGS:KLAC),2020,2502.0
KLA Corporation (NasdaqGS:KLAC),2021,3203.66
KLA Corporation (NasdaqGS:KLAC),2022,4120.67
KLA Corporation (NasdaqGS:KLAC),2023,51950.28571428405
KLA Corporation (NasdaqGS:KLAC),2024,53327.678571426775
KLA Corporation (NasdaqGS:KLAC),2025,54705.0714285695
KLA Corporation (NasdaqGS:KLAC),2026,56082.46428571222
KLA Corporation (NasdaqGS:KLAC),2027,57459.85714285495
Johnson Controls International plc (NYSE:JCI),2016,16604.0
Johnson Controls International plc (NYSE:JCI),2017,19580.0
Johnson Controls International plc (NYSE:JCI),2018,15865.0
Johnson Controls International plc (NYSE:JCI),2019,16309.0
Johnson Controls International plc (NYSE:JCI),2020,14746.0
