Market,Submarket,Device,Year,Region,Market size
Computing & Data Storage Categories,Other Peripherals,Data Converters,2022,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2022,Worldwide,17.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2023,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2023,Asia & Oceania (excl. Japan),13.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2023,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2023,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2023,Worldwide,13.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2024,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2024,Asia & Oceania (excl. Japan),10.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2024,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2024,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2024,Worldwide,10.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2025,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2025,Asia & Oceania (excl. Japan),12.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2025,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2025,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2025,Worldwide,12.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2026,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2026,Asia & Oceania (excl. Japan),10.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2026,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2026,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2026,Worldwide,10.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2027,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2027,Asia & Oceania (excl. Japan),8.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2027,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2027,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Data Converters,2027,Worldwide,8.0
Computing & Data Storage Categories,Other Peripherals,Interface,2008,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2008,Asia & Oceania (excl. Japan),131.608
Computing & Data Storage Categories,Other Peripherals,Interface,2008,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2008,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2008,Worldwide,131.608
Computing & Data Storage Categories,Other Peripherals,Interface,2009,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2009,Asia & Oceania (excl. Japan),87.025
Computing & Data Storage Categories,Other Peripherals,Interface,2009,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2009,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2009,Worldwide,87.025
Computing & Data Storage Categories,Other Peripherals,Interface,2010,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2010,Asia & Oceania (excl. Japan),110.544
Computing & Data Storage Categories,Other Peripherals,Interface,2010,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2010,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2010,Worldwide,110.544
Computing & Data Storage Categories,Other Peripherals,Interface,2011,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2011,Asia & Oceania (excl. Japan),104.728
Computing & Data Storage Categories,Other Peripherals,Interface,2011,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2011,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2011,Worldwide,104.728
Computing & Data Storage Categories,Other Peripherals,Interface,2012,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2012,Asia & Oceania (excl. Japan),126.323
Computing & Data Storage Categories,Other Peripherals,Interface,2012,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2012,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2012,Worldwide,126.323
Computing & Data Storage Categories,Other Peripherals,Interface,2013,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2013,Asia & Oceania (excl. Japan),111.1
Computing & Data Storage Categories,Other Peripherals,Interface,2013,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2013,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2013,Worldwide,111.1
Computing & Data Storage Categories,Other Peripherals,Interface,2014,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2014,Asia & Oceania (excl. Japan),68.591
Computing & Data Storage Categories,Other Peripherals,Interface,2014,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2014,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2014,Worldwide,68.591
Computing & Data Storage Categories,Other Peripherals,Interface,2015,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2015,Asia & Oceania (excl. Japan),71.994
Computing & Data Storage Categories,Other Peripherals,Interface,2015,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2015,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2015,Worldwide,71.994
Computing & Data Storage Categories,Other Peripherals,Interface,2016,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2016,Asia & Oceania (excl. Japan),30.397
Computing & Data Storage Categories,Other Peripherals,Interface,2016,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2016,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2016,Worldwide,30.397
Computing & Data Storage Categories,Other Peripherals,Interface,2017,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2017,Asia & Oceania (excl. Japan),31.678
Computing & Data Storage Categories,Other Peripherals,Interface,2017,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2017,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2017,Worldwide,31.678
Computing & Data Storage Categories,Other Peripherals,Interface,2018,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2018,Asia & Oceania (excl. Japan),25.929
Computing & Data Storage Categories,Other Peripherals,Interface,2018,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2018,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2018,Worldwide,25.929
Computing & Data Storage Categories,Other Peripherals,Interface,2019,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2019,Asia & Oceania (excl. Japan),30.935
Computing & Data Storage Categories,Other Peripherals,Interface,2019,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2019,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2019,Worldwide,30.935
Computing & Data Storage Categories,Other Peripherals,Interface,2020,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2020,Asia & Oceania (excl. Japan),34.0
Computing & Data Storage Categories,Other Peripherals,Interface,2020,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2020,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2020,Worldwide,34.0
Computing & Data Storage Categories,Other Peripherals,Interface,2021,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2021,Asia & Oceania (excl. Japan),33.0
Computing & Data Storage Categories,Other Peripherals,Interface,2021,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2021,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2021,Worldwide,33.0
Computing & Data Storage Categories,Other Peripherals,Interface,2022,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2022,Asia & Oceania (excl. Japan),28.0
Computing & Data Storage Categories,Other Peripherals,Interface,2022,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2022,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2022,Worldwide,28.0
Computing & Data Storage Categories,Other Peripherals,Interface,2023,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2023,Asia & Oceania (excl. Japan),19.0
Computing & Data Storage Categories,Other Peripherals,Interface,2023,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2023,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2023,Worldwide,19.0
Computing & Data Storage Categories,Other Peripherals,Interface,2024,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2024,Asia & Oceania (excl. Japan),13.0
Computing & Data Storage Categories,Other Peripherals,Interface,2024,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2024,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2024,Worldwide,13.0
Computing & Data Storage Categories,Other Peripherals,Interface,2025,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2025,Asia & Oceania (excl. Japan),17.0
Computing & Data Storage Categories,Other Peripherals,Interface,2025,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2025,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2025,Worldwide,17.0
Computing & Data Storage Categories,Other Peripherals,Interface,2026,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2026,Asia & Oceania (excl. Japan),16.0
Computing & Data Storage Categories,Other Peripherals,Interface,2026,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2026,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2026,Worldwide,16.0
Computing & Data Storage Categories,Other Peripherals,Interface,2027,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2027,Asia & Oceania (excl. Japan),15.0
Computing & Data Storage Categories,Other Peripherals,Interface,2027,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2027,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Interface,2027,Worldwide,15.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2008,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2008,Asia & Oceania (excl. Japan),422.312
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2008,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2008,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2008,Worldwide,422.312
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2009,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2009,Asia & Oceania (excl. Japan),293.751
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2009,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2009,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2009,Worldwide,293.751
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2010,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2010,Asia & Oceania (excl. Japan),326.33
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2010,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2010,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2010,Worldwide,326.33
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2011,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2011,Asia & Oceania (excl. Japan),280.406
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2011,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2011,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2011,Worldwide,280.406
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2012,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2012,Asia & Oceania (excl. Japan),349.75
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2012,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2012,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2012,Worldwide,349.75
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2013,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2013,Asia & Oceania (excl. Japan),410.42
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2013,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2013,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2013,Worldwide,410.42
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2014,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2014,Asia & Oceania (excl. Japan),380.84
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2014,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2014,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2014,Worldwide,380.84
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2015,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2015,Asia & Oceania (excl. Japan),387.47
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2015,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2015,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2015,Worldwide,387.47
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2016,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2016,Asia & Oceania (excl. Japan),331.266
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2016,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2016,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2016,Worldwide,331.266
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2017,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2017,Asia & Oceania (excl. Japan),312.155
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2017,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2017,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2017,Worldwide,312.155
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2018,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2018,Asia & Oceania (excl. Japan),211.316
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2018,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2018,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2018,Worldwide,211.316
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2019,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2019,Asia & Oceania (excl. Japan),396.295
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2019,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2019,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2019,Worldwide,396.295
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2020,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2020,Asia & Oceania (excl. Japan),367.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2020,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2020,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2020,Worldwide,367.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2021,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2021,Asia & Oceania (excl. Japan),408.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2021,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2021,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2021,Worldwide,408.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2022,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2022,Asia & Oceania (excl. Japan),233.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2022,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2022,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2022,Worldwide,233.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2023,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2023,Asia & Oceania (excl. Japan),224.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2023,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2023,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2023,Worldwide,224.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2024,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2024,Asia & Oceania (excl. Japan),224.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2024,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2024,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2024,Worldwide,224.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2025,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2025,Asia & Oceania (excl. Japan),217.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2025,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2025,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2025,Worldwide,217.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2026,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2026,Asia & Oceania (excl. Japan),208.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2026,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2026,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2026,Worldwide,208.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2027,Americas,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2027,Asia & Oceania (excl. Japan),212.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2027,EMEA,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2027,Japan,0.0
Computing & Data Storage Categories,Other Peripherals,Voltage Regulator/Reference,2027,Worldwide,212.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2008,Americas,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2008,Asia & Oceania (excl. Japan),0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2008,EMEA,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2008,Japan,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2008,Worldwide,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2009,Americas,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2009,Asia & Oceania (excl. Japan),0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2009,EMEA,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2009,Japan,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2009,Worldwide,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2010,Americas,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2010,Asia & Oceania (excl. Japan),0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2010,EMEA,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2010,Japan,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2010,Worldwide,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2011,Americas,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2011,Asia & Oceania (excl. Japan),0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2011,EMEA,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2011,Japan,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2011,Worldwide,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2012,Americas,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2012,Asia & Oceania (excl. Japan),0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2012,EMEA,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2012,Japan,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2012,Worldwide,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2013,Americas,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2013,Asia & Oceania (excl. Japan),0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2013,EMEA,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2013,Japan,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2013,Worldwide,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2014,Americas,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2014,Asia & Oceania (excl. Japan),0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2014,EMEA,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2014,Japan,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2014,Worldwide,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2015,Americas,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2015,Asia & Oceania (excl. Japan),0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2015,EMEA,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2015,Japan,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2015,Worldwide,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2016,Americas,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2016,Asia & Oceania (excl. Japan),0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2016,EMEA,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2016,Japan,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2016,Worldwide,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2017,Americas,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2017,Asia & Oceania (excl. Japan),0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2017,EMEA,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2017,Japan,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2017,Worldwide,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2018,Americas,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2018,Asia & Oceania (excl. Japan),0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2018,EMEA,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2018,Japan,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2018,Worldwide,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2019,Americas,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2019,Asia & Oceania (excl. Japan),0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2019,EMEA,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2019,Japan,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2019,Worldwide,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2020,Americas,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2020,Asia & Oceania (excl. Japan),0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2020,EMEA,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2020,Japan,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2020,Worldwide,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2021,Americas,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2021,Asia & Oceania (excl. Japan),0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2021,EMEA,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2021,Japan,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2021,Worldwide,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2022,Americas,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2022,Asia & Oceania (excl. Japan),0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2022,EMEA,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2022,Japan,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2022,Worldwide,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2023,Americas,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2023,Asia & Oceania (excl. Japan),0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2023,EMEA,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2023,Japan,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2023,Worldwide,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2024,Americas,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2024,Asia & Oceania (excl. Japan),0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2024,EMEA,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2024,Japan,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2024,Worldwide,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2025,Americas,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2025,Asia & Oceania (excl. Japan),0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2025,EMEA,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2025,Japan,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2025,Worldwide,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2026,Americas,0.0
Computing & Data Storage Categories,Smart Cards,Amplifier/Comparator,2026,Asia & Oceania (excl. Japan),0.0
